,System,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category,subcategory
R-HSA-6806667,Endocrine,R-HSA-6806667,Metabolism of fat-soluble vitamins,4/90,48/11009,0.0006175009782678026,0.00778588189989838,0.00644348846888142,APOA4/APOC3/RBP4/TTR,4,,
R-HSA-159740,Endocrine,R-HSA-159740,Gamma-carboxylation of protein precursors,2/90,10/11009,0.0028501022045540926,0.02951891569002453,0.024429447467606513,F7/PROS1,2,,
R-HSA-159782,Endocrine,R-HSA-159782,Removal of aminoterminal propeptides from gamma-carboxylated proteins,2/90,10/11009,0.0028501022045540926,0.02951891569002453,0.024429447467606513,F7/PROS1,2,,
R-HSA-8963888,Endocrine,R-HSA-8963888,Chylomicron assembly,2/90,10/11009,0.0028501022045540926,0.02951891569002453,0.024429447467606513,APOA4/APOC3,2,,
R-HSA-8963901,Endocrine,R-HSA-8963901,Chylomicron remodeling,2/90,10/11009,0.0028501022045540926,0.02951891569002453,0.024429447467606513,APOA4/APOC3,2,,
R-HSA-8964058,Endocrine,R-HSA-8964058,HDL remodeling,2/90,10/11009,0.0028501022045540926,0.02951891569002453,0.024429447467606513,APOC3/LCAT,2,,
R-HSA-159854,Endocrine,R-HSA-159854,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",2/90,11/11009,0.0034649814943533987,0.03464981494353399,0.028675708918786753,F7/PROS1,2,,
GO:0050817,Endocrine,GO:0050817,coagulation,19/107,229/18870,3.944551883715572e-17,5.823462878244793e-14,4.7986913277913835e-14,CPB2/F13A1/F13B/F7/HBB/HRG/IL6ST/KNG1/LMAN1/PLG/PPIA/PRDX2/PROS1/SEMG1/SERPINA10/SERPINC1/SERPINF2/SERPING1/VWF,19,,
GO:0006956,Endocrine,GO:0006956,complement activation,13/107,67/18870,5.814740767094152e-17,5.823462878244793e-14,4.7986913277913835e-14,C1QC/C1R/C1S/C8A/C8B/C8G/CD5L/CLU/COLEC11/FCN1/FCN2/MASP1/SERPING1,13,,
GO:0007596,Endocrine,GO:0007596,blood coagulation,18/107,224/18870,5.028899642604916e-16,3.357628661379215e-13,2.7667770665278973e-13,CPB2/F13A1/F13B/F7/HBB/HRG/IL6ST/KNG1/LMAN1/PLG/PPIA/PRDX2/PROS1/SERPINA10/SERPINC1/SERPINF2/SERPING1/VWF,18,,
GO:0007599,Endocrine,GO:0007599,hemostasis,18/107,231/18870,8.664999176519081e-16,4.3389983376419296e-13,3.575452291784715e-13,CPB2/F13A1/F13B/F7/HBB/HRG/IL6ST/KNG1/LMAN1/PLG/PPIA/PRDX2/PROS1/SERPINA10/SERPINC1/SERPINF2/SERPING1/VWF,18,,
GO:0006959,Endocrine,GO:0006959,humoral immune response,17/107,258/18870,9.316427712248513e-14,3.732160941526754e-11,3.0754018216432987e-11,C1QC/C1R/C1S/C8A/C8B/C8G/CAMP/CD5L/CLU/COLEC11/FCN1/FCN2/HLA-A/HRG/MASP1/SEMG1/SERPING1,17,,
GO:0042060,Endocrine,GO:0042060,wound healing,20/107,423/18870,2.6245048973290483e-13,8.76147218225014e-11,7.21969066493324e-11,CD44/CPB2/F13A1/F13B/F7/FN1/HBB/HRG/IL6ST/KNG1/LMAN1/PLG/PPIA/PRDX2/PROS1/SERPINA10/SERPINC1/SERPINF2/SERPING1/VWF,20,,
GO:0050878,Endocrine,GO:0050878,regulation of body fluid levels,18/107,365/18870,2.294075116212395e-12,6.564332082533468e-10,5.409187642437647e-10,CPB2/F13A1/F13B/F7/HBB/HRG/IL6ST/KNG1/LMAN1/PLG/PPIA/PRDX2/PROS1/SERPINA10/SERPINC1/SERPINF2/SERPING1/VWF,18,,
GO:0030193,Endocrine,GO:0030193,regulation of blood coagulation,10/107,68/18870,4.946435746588138e-12,1.2384638500520051e-09,1.0205277961381842e-09,CPB2/F7/HRG/KNG1/PLG/PRDX2/PROS1/SERPINC1/SERPINF2/SERPING1,10,,
GO:1900046,Endocrine,GO:1900046,regulation of hemostasis,10/107,70/18870,6.685955915832584e-12,1.4879966332680739e-09,1.2261495761433322e-09,CPB2/F7/HRG/KNG1/PLG/PRDX2/PROS1/SERPINC1/SERPINF2/SERPING1,10,,
GO:0050818,Endocrine,GO:0050818,regulation of coagulation,10/107,73/18870,1.032537722195413e-11,2.0681730575574125e-09,1.7042306825288499e-09,CPB2/F7/HRG/KNG1/PLG/PRDX2/PROS1/SERPINC1/SERPINF2/SERPING1,10,,
GO:0010466,Endocrine,GO:0010466,negative regulation of peptidase activity,12/107,137/18870,1.813229712533442e-11,3.301726467458622e-09,2.720712142825298e-09,AHSG/CD44/ECM1/FETUB/HRG/KNG1/SERPINA10/SERPINA4/SERPINA5/SERPINA6/SERPINF2/SERPING1,12,,
GO:0051346,Endocrine,GO:0051346,negative regulation of hydrolase activity,14/107,218/18870,2.342046127325405e-11,3.9092653275273216e-09,3.2213406382861706e-09,AHSG/APOC1/APOC3/CD44/ECM1/FETUB/HRG/KNG1/SERPINA10/SERPINA4/SERPINA5/SERPINA6/SERPINF2/SERPING1,14,,
GO:0006958,Endocrine,GO:0006958,"complement activation, classical pathway",8/107,42/18870,8.243184993662706e-11,1.2700845801774153e-08,1.0465841352277833e-08,C1QC/C1R/C1S/C8A/C8B/C8G/CLU/SERPING1,8,,
GO:0010951,Endocrine,GO:0010951,negative regulation of endopeptidase activity,11/107,128/18870,1.6159716673004086e-10,2.3119937497162277e-08,1.9051455446067974e-08,AHSG/CD44/FETUB/HRG/KNG1/SERPINA10/SERPINA4/SERPINA5/SERPINA6/SERPINF2/SERPING1,11,,
GO:0052547,Endocrine,GO:0052547,regulation of peptidase activity,15/107,312/18870,2.5881849678633857e-10,3.456089660420241e-08,2.8479115997261675e-08,AHSG/CD44/ECM1/FETUB/GSN/HRG/HSPD1/KNG1/SEMG1/SERPINA10/SERPINA4/SERPINA5/SERPINA6/SERPINF2/SERPING1,15,,
GO:0002455,Endocrine,GO:0002455,humoral immune response mediated by circulating immunoglobulin,8/107,55/18870,8.002123206132827e-10,9.431673482621702e-08,7.771954710434785e-08,C1QC/C1R/C1S/C8A/C8B/C8G/CLU/SERPING1,8,,
GO:0045861,Endocrine,GO:0045861,negative regulation of proteolysis,13/107,235/18870,8.004915087597051e-10,9.431673482621702e-08,7.771954710434785e-08,AHSG/CD44/CPB2/ECM1/FETUB/HRG/KNG1/SERPINA10/SERPINA4/SERPINA5/SERPINA6/SERPINF2/SERPING1,13,,
GO:0052548,Endocrine,GO:0052548,regulation of endopeptidase activity,14/107,288/18870,9.273375608843422e-10,1.031920630250743e-07,8.503305821442388e-08,AHSG/CD44/FETUB/GSN/HRG/HSPD1/KNG1/SEMG1/SERPINA10/SERPINA4/SERPINA5/SERPINA6/SERPINF2/SERPING1,14,,
GO:0043086,Endocrine,GO:0043086,negative regulation of catalytic activity,17/107,480/18870,1.6643307016389914e-09,1.7545549449383683e-07,1.4458008532797442e-07,AHSG/AOC3/APOC1/APOC3/CD44/ECM1/FETUB/HRG/KNG1/PPIA/PTPRJ/SERPINA10/SERPINA4/SERPINA5/SERPINA6/SERPINF2/SERPING1,17,,
GO:0001867,Endocrine,GO:0001867,"complement activation, lectin pathway",5/107,11/18870,2.3988180066073797e-09,2.4024162336172907e-07,1.9796561233475638e-07,COLEC11/FCN1/FCN2/MASP1/SERPING1,5,,
GO:0061041,Endocrine,GO:0061041,regulation of wound healing,10/107,133/18870,4.23213535812623e-09,4.036651010631828e-07,3.326309895509739e-07,CPB2/F7/HRG/KNG1/PLG/PRDX2/PROS1/SERPINC1/SERPINF2/SERPING1,10,,
GO:0042730,Endocrine,GO:0042730,fibrinolysis,6/107,27/18870,7.752468957914592e-09,7.058270601228603e-07,5.816206376081379e-07,CPB2/HRG/PLG/PROS1/SERPINF2/SERPING1,6,,
GO:0030195,Endocrine,GO:0030195,negative regulation of blood coagulation,7/107,48/18870,9.398472350917588e-09,7.869022562821097e-07,6.484287977772015e-07,CPB2/HRG/KNG1/PLG/PROS1/SERPINF2/SERPING1,7,,
GO:0030194,Endocrine,GO:0030194,positive regulation of blood coagulation,6/107,28/18870,9.821545884699322e-09,7.869022562821097e-07,6.484287977772015e-07,CPB2/F7/HRG/PLG/PRDX2/SERPINF2,6,,
GO:1900048,Endocrine,GO:1900048,positive regulation of hemostasis,6/107,28/18870,9.821545884699322e-09,7.869022562821097e-07,6.484287977772015e-07,CPB2/F7/HRG/PLG/PRDX2/SERPINF2,6,,
GO:1900047,Endocrine,GO:1900047,negative regulation of hemostasis,7/107,49/18870,1.0914080642888096e-08,8.408039818348021e-07,6.928452812975114e-07,CPB2/HRG/KNG1/PLG/PROS1/SERPINF2/SERPING1,7,,
GO:0050820,Endocrine,GO:0050820,positive regulation of coagulation,6/107,30/18870,1.5338018719542174e-08,1.1378537590830732e-06,9.376223529139231e-07,CPB2/F7/HRG/PLG/PRDX2/SERPINF2,6,,
GO:0050819,Endocrine,GO:0050819,negative regulation of coagulation,7/107,52/18870,1.6762805389301905e-08,1.1991392569561327e-06,9.881232650535858e-07,CPB2/HRG/KNG1/PLG/PROS1/SERPINF2/SERPING1,7,,
GO:1903034,Endocrine,GO:1903034,regulation of response to wounding,10/107,173/18870,5.2781922149613756e-08,3.6455927608853916e-06,3.0040672933065103e-06,CPB2/F7/HRG/KNG1/PLG/PRDX2/PROS1/SERPINC1/SERPINF2/SERPING1,10,,
GO:0016485,Endocrine,GO:0016485,protein processing,11/107,245/18870,1.4612821687578113e-07,9.756493946739653e-06,8.039615581095606e-06,BCHE/C1R/CD5L/CLEC3B/CPB2/F7/GSN/MASP1/NAGLU/PLA2G7/SERPINF2,11,,
GO:0061045,Endocrine,GO:0061045,negative regulation of wound healing,7/107,75/18870,2.2350985738151765e-07,1.44416207850058e-05,1.1900287143437e-05,CPB2/HRG/KNG1/PLG/PROS1/SERPINF2/SERPING1,7,,
GO:0016064,Endocrine,GO:0016064,immunoglobulin mediated immune response,10/107,205/18870,2.585882814117394e-07,1.618601023961606e-05,1.3337711357026555e-05,C1QC/C1R/C1S/C8A/C8B/C8G/CLU/HSPD1/SERPING1/TFRC,10,,
GO:0019724,Endocrine,GO:0019724,B cell mediated immunity,10/107,208/18870,2.9580725239686e-07,1.7954603834876077e-05,1.4795080438860491e-05,C1QC/C1R/C1S/C8A/C8B/C8G/CLU/HSPD1/SERPING1/TFRC,10,,
GO:0006022,Endocrine,GO:0006022,aminoglycan metabolic process,8/107,121/18870,4.344445691313937e-07,2.5593896234417105e-05,2.1090064532446603e-05,CD44/CHI3L1/CTBS/ITIH1/ITIH2/ITIH4/NAGLU/PGLYRP2,8,,
GO:0051918,Endocrine,GO:0051918,negative regulation of fibrinolysis,4/107,13/18870,6.716907625067047e-07,3.843990278002655e-05,3.1675522274000385e-05,CPB2/HRG/PLG/SERPINF2,4,,
GO:0031638,Endocrine,GO:0031638,zymogen activation,6/107,59/18870,1.0188162360615424e-06,5.6685803356424146e-05,4.671063912703212e-05,C1R/CD5L/CLEC3B/CPB2/MASP1/SERPINF2,6,,
GO:0034368,Endocrine,GO:0034368,protein-lipid complex remodeling,5/107,33/18870,1.1159195149596735e-06,5.88207049595849e-05,4.8469855940630696e-05,APOA4/APOC1/APOC3/LCAT/PLA2G7,5,,
GO:0034369,Endocrine,GO:0034369,plasma lipoprotein particle remodeling,5/107,33/18870,1.1159195149596735e-06,5.88207049595849e-05,4.8469855940630696e-05,APOA4/APOC1/APOC3/LCAT/PLA2G7,5,,
GO:1903035,Endocrine,GO:1903035,negative regulation of response to wounding,7/107,97/18870,1.306261527190885e-06,6.708825228111134e-05,5.5282539126459035e-05,CPB2/HRG/KNG1/PLG/PROS1/SERPINF2/SERPING1,7,,
GO:0090303,Endocrine,GO:0090303,positive regulation of wound healing,6/107,62/18870,1.3710337861937158e-06,6.865451684365033e-05,5.657318359873017e-05,CPB2/F7/HRG/PLG/PRDX2/SERPINF2,6,,
GO:0034367,Endocrine,GO:0034367,protein-containing complex remodeling,5/107,35/18870,1.5126824348423365e-06,7.390007114607805e-05,6.089566258877493e-05,APOA4/APOC1/APOC3/LCAT/PLA2G7,5,,
GO:0034375,Endocrine,GO:0034375,high-density lipoprotein particle remodeling,4/107,16/18870,1.6874841592694344e-06,8.047692311944469e-05,6.631516696076373e-05,APOA4/APOC1/APOC3/LCAT,4,,
GO:0051917,Endocrine,GO:0051917,regulation of fibrinolysis,4/107,18/18870,2.8125121501772755e-06,0.00013101074039081588,0.00010795640272895882,CPB2/HRG/PLG/SERPINF2,4,,
GO:0043691,Endocrine,GO:0043691,reverse cholesterol transport,4/107,20/18870,4.414408341320721e-06,0.00020095590699239553,0.0001655931167270548,APOA4/APOC3/CLU/LCAT,4,,
GO:0046470,Endocrine,GO:0046470,phosphatidylcholine metabolic process,6/107,76/18870,4.57263052912688e-06,0.00020353286555202535,0.0001677166004601391,APOA4/APOC1/GPLD1/LCAT/PLA2G7/PON1,6,,
GO:1903036,Endocrine,GO:1903036,positive regulation of response to wounding,6/107,77/18870,4.936376622445339e-06,0.00021494700814691335,0.00017712216347813025,CPB2/F7/HRG/PLG/PRDX2/SERPINF2,6,,
GO:0006953,Endocrine,GO:0006953,acute-phase response,5/107,48/18870,7.525251032774521e-06,0.00032070378337547585,0.00026426861409609067,AHSG/FN1/ITIH4/SERPINF2/TFRC,5,,
GO:0002449,Endocrine,GO:0002449,lymphocyte mediated immunity,11/107,368/18870,7.778179728577277e-06,0.00032457695825708927,0.0002674602152282713,C1QC/C1R/C1S/C8A/C8B/C8G/CLU/HLA-A/HSPD1/SERPING1/TFRC,11,,
GO:0071827,Endocrine,GO:0071827,plasma lipoprotein particle organization,5/107,50/18870,9.228143163545641e-06,0.00037722389299146776,0.00031084271708785316,APOA4/APOC1/APOC3/LCAT/PLA2G7,5,,
GO:0002460,Endocrine,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,11/107,380/18870,1.0514454135545812e-05,0.00042120903266996523,0.00034708766493759646,C1QC/C1R/C1S/C8A/C8B/C8G/CLU/HLA-A/HSPD1/SERPING1/TFRC,11,,
GO:0071825,Endocrine,GO:0071825,protein-lipid complex organization,5/107,53/18870,1.2331240695511881e-05,0.00048430343359039796,0.00039907916224071467,APOA4/APOC1/APOC3/LCAT/PLA2G7,5,,
GO:0097006,Endocrine,GO:0097006,regulation of plasma lipoprotein particle levels,6/107,91/18870,1.3016049614062938e-05,0.000494473356538741,0.0004074594545301762,APOA4/APOC1/APOC3/GPLD1/LCAT/PLA2G7,6,,
GO:0002697,Endocrine,GO:0002697,regulation of immune effector process,11/107,389/18870,1.308391807116988e-05,0.000494473356538741,0.0004074594545301762,CD5L/COLEC11/FCN1/FCN2/HLA-A/HSPD1/PGLYRP2/PTPRJ/RBP4/SERPING1/TFRC,11,,
GO:0031640,Endocrine,GO:0031640,killing of cells of another organism,6/107,92/18870,1.3860538619470454e-05,0.0005047756155418058,0.0004159487953173143,C8A/C8B/C8G/CAMP/HRG/SEMG1,6,,
GO:0141061,Endocrine,GO:0141061,disruption of cell in another organism,6/107,92/18870,1.3860538619470454e-05,0.0005047756155418058,0.0004159487953173143,C8A/C8B/C8G/CAMP/HRG/SEMG1,6,,
GO:0044403,Endocrine,GO:0044403,biological process involved in symbiotic interaction,10/107,322/18870,1.481602532141604e-05,0.0005299374771213631,0.000436682851578578,CAMP/FCN1/FN1/GSN/HRG/HSPD1/PGLYRP2/PLG/PPIA/TFRC,10,,
GO:0034377,Endocrine,GO:0034377,plasma lipoprotein particle assembly,4/107,27/18870,1.5509024084507734e-05,0.0005449925480924384,0.0004490886383103993,APOA4/APOC1/APOC3/LCAT,4,,
GO:0141060,Endocrine,GO:0141060,disruption of anatomical structure in another organism,6/107,99/18870,2.1093866733723664e-05,0.0007284657770284224,0.0006002755542373631,C8A/C8B/C8G/CAMP/HRG/SEMG1,6,,
GO:0065005,Endocrine,GO:0065005,protein-lipid complex assembly,4/107,30/18870,2.390306056175235e-05,0.0008114886492405077,0.0006686886522895215,APOA4/APOC1/APOC3/LCAT,4,,
GO:0042744,Endocrine,GO:0042744,hydrogen peroxide catabolic process,4/107,31/18870,2.7324828279468214e-05,0.0009121938507295805,0.0007516724691615115,APOA4/HBA1/HBB/PRDX2,4,,
GO:1903027,Endocrine,GO:1903027,regulation of opsonization,3/107,11/18870,2.829662468662057e-05,0.0009291498237262458,0.0007656446507095954,COLEC11/FCN1/FCN2,3,,
GO:0002526,Endocrine,GO:0002526,acute inflammatory response,6/107,107/18870,3.279845553296648e-05,0.0010596017166537395,0.0008731405479743876,AHSG/FN1/IL6ST/ITIH4/SERPINF2/TFRC,6,,
GO:0046503,Endocrine,GO:0046503,glycerolipid catabolic process,5/107,65/18870,3.362968583779055e-05,0.0010692104878268964,0.0008810584359842202,APOA4/APOC1/APOC3/GPLD1/PLA2G7,5,,
GO:0034370,Endocrine,GO:0034370,triglyceride-rich lipoprotein particle remodeling,3/107,12/18870,3.7573148137258835e-05,0.0011578310110604531,0.0009540841502707991,APOA4/APOC3/LCAT,3,,
GO:0034372,Endocrine,GO:0034372,very-low-density lipoprotein particle remodeling,3/107,12/18870,3.7573148137258835e-05,0.0011578310110604531,0.0009540841502707991,APOA4/APOC3/LCAT,3,,
GO:0006026,Endocrine,GO:0006026,aminoglycan catabolic process,4/107,34/18870,3.975050418997385e-05,0.0011806791072392854,0.0009729116010989828,CD44/CHI3L1/CTBS/PGLYRP2,4,,
GO:0030212,Endocrine,GO:0030212,hyaluronan metabolic process,4/107,34/18870,3.975050418997385e-05,0.0011806791072392854,0.0009729116010989828,CD44/ITIH1/ITIH2/ITIH4,4,,
GO:0001906,Endocrine,GO:0001906,cell killing,8/107,223/18870,4.008296519833819e-05,0.0011806791072392854,0.0009729116010989828,C8A/C8B/C8G/CAMP/CD5L/HLA-A/HRG/SEMG1,8,,
GO:0030100,Endocrine,GO:0030100,regulation of endocytosis,9/107,291/18870,4.1727586847047616e-05,0.0012113095138353096,0.000998151886745548,AHSG/APOC1/APOC3/CDH13/CLU/COLEC11/FCN1/FCN2/PTPRJ,9,,
GO:0030203,Endocrine,GO:0030203,glycosaminoglycan metabolic process,6/107,112/18870,4.243652999466984e-05,0.0012142909939903384,0.0010006087072427414,CD44/ITIH1/ITIH2/ITIH4/NAGLU/PGLYRP2,6,,
GO:0010896,Endocrine,GO:0010896,regulation of triglyceride catabolic process,3/107,13/18870,4.86435853496845e-05,0.0013722972035974375,0.001130810108647966,APOA4/APOC3/GPLD1,3,,
GO:0050766,Endocrine,GO:0050766,positive regulation of phagocytosis,5/107,72/18870,5.520296845697894e-05,0.0015357159141573447,0.0012654715576102774,AHSG/COLEC11/FCN1/FCN2/PTPRJ,5,,
GO:0033700,Endocrine,GO:0033700,phospholipid efflux,3/107,14/18870,6.165467270851437e-05,0.0016917028689747164,0.001394009038312192,APOA4/APOC1/APOC3,3,,
GO:0002443,Endocrine,GO:0002443,leukocyte mediated immunity,11/107,466/18870,6.804221465684334e-05,0.0018417372426710434,0.001517641430752921,C1QC/C1R/C1S/C8A/C8B/C8G/CLU/HLA-A/HSPD1/SERPING1/TFRC,11,,
GO:0009595,Endocrine,GO:0009595,detection of biotic stimulus,4/107,40/18870,7.631234310717694e-05,0.0020380483099156723,0.0016794070735726796,CDHR2/HLA-A/PGLYRP2/PTPRJ,4,,
GO:0030301,Endocrine,GO:0030301,cholesterol transport,6/107,128/18870,8.941961932271822e-05,0.002356677598729008,0.001941966247895044,APOA4/APOC1/APOC3/CLU/LCAT/PON1,6,,
GO:0045785,Endocrine,GO:0045785,positive regulation of cell adhesion,11/107,482/18870,9.186171938361742e-05,0.0023792866572763544,0.001960596725232847,CCDC88B/CD44/CDH13/FN1/HLA-A/HRG/HSPD1/IL6ST/PTPRJ/SERPINF2/TFRC,11,,
GO:1990000,Endocrine,GO:1990000,amyloid fibril formation,4/107,42/18870,9.265319983402678e-05,0.0023792866572763544,0.001960596725232847,CAMP/CDSN/CLU/GSN,4,,
GO:0051004,Endocrine,GO:0051004,regulation of lipoprotein lipase activity,3/107,16/18870,9.407279811526359e-05,0.00238516221044143,0.001965438340369531,APOA4/APOC1/APOC3,3,,
GO:0022407,Endocrine,GO:0022407,regulation of cell-cell adhesion,11/107,493/18870,0.00011210176445379386,0.002806747927511864,0.002312836403467747,CCDC88B/CD44/CDSN/GPNMB/HLA-A/HSPD1/IL6ST/PLG/PRDX2/SERPINF2/TFRC,11,,
GO:0008228,Endocrine,GO:0008228,opsonization,3/107,17/18870,0.00011376045026192691,0.0028131133564770323,0.0023180816895477766,COLEC11/FCN1/FCN2,3,,
GO:0002347,Endocrine,GO:0002347,response to tumor cell,4/107,45/18870,0.00012173470825922058,0.0029735929346734,0.002450321213741436,HLA-A/HRG/HSPD1/PRDX2,4,,
GO:0006957,Endocrine,GO:0006957,"complement activation, alternative pathway",3/107,18/18870,0.00013595003788427677,0.0032417610224072186,0.0026712989900068416,C8A/C8B/C8G,3,,
GO:0010755,Endocrine,GO:0010755,regulation of plasminogen activation,3/107,18/18870,0.00013595003788427677,0.0032417610224072186,0.0026712989900068416,CLEC3B/CPB2/SERPINF2,3,,
GO:0002699,Endocrine,GO:0002699,positive regulation of immune effector process,8/107,270/18870,0.00015208200596930643,0.0035457909466837163,0.002921827892056687,COLEC11/FCN1/FCN2/HLA-A/HSPD1/PTPRJ/RBP4/TFRC,8,,
GO:0015918,Endocrine,GO:0015918,sterol transport,6/107,141/18870,0.0001522406497328006,0.0035457909466837163,0.002921827892056687,APOA4/APOC1/APOC3/CLU/LCAT/PON1,6,,
GO:0044331,Endocrine,GO:0044331,cell-cell adhesion mediated by cadherin,4/107,48/18870,0.0001569178152961666,0.0036127170579105944,0.0029769768225576436,CDH13/CDHR2/PLG/SERPINF2,4,,
GO:1903510,Endocrine,GO:1903510,mucopolysaccharide metabolic process,5/107,92/18870,0.00017738002770755883,0.004037411312480004,0.003326936404849907,CD44/ITIH1/ITIH2/ITIH4/NAGLU,5,,
GO:0042743,Endocrine,GO:0042743,hydrogen peroxide metabolic process,4/107,54/18870,0.00024847130090296585,0.00559200017650158,0.004607959784930224,APOA4/HBA1/HBB/PRDX2,4,,
GO:0006869,Endocrine,GO:0006869,lipid transport,10/107,453/18870,0.00025358168668193073,0.005602537922770856,0.0046166431736104786,APOA4/APOC1/APOC3/APOC4/CLU/LCAT/LPA/PON1/RBP4/SERPINA5,10,,
GO:0045807,Endocrine,GO:0045807,positive regulation of endocytosis,6/107,155/18870,0.0002545336749736135,0.005602537922770856,0.0046166431736104786,AHSG/CLU/COLEC11/FCN1/FCN2/PTPRJ,6,,
GO:0050764,Endocrine,GO:0050764,regulation of phagocytosis,5/107,100/18870,0.00026200141054901345,0.005704226362279064,0.0047004372052729185,AHSG/COLEC11/FCN1/FCN2/PTPRJ,5,,
GO:0050994,Endocrine,GO:0050994,regulation of lipid catabolic process,4/107,61/18870,0.00039773067854575794,0.008566177947603799,0.007058762919748143,APOA4/APOC1/APOC3/GPLD1,4,,
GO:0031639,Endocrine,GO:0031639,plasminogen activation,3/107,27/18870,0.00046956481113033234,0.00990040333362164,0.008158200818308708,CLEC3B/CPB2/SERPINF2,3,,
GO:0050995,Endocrine,GO:0050995,negative regulation of lipid catabolic process,3/107,27/18870,0.00046956481113033234,0.00990040333362164,0.008158200818308708,APOC1/APOC3/GPLD1,3,,
GO:0062014,Endocrine,GO:0062014,negative regulation of small molecule metabolic process,5/107,115/18870,0.0004994340854249654,0.010420484094856308,0.00858676146870993,APOC1/APOC3/DKK3/FBP1/MST1,5,,
GO:0019433,Endocrine,GO:0019433,triglyceride catabolic process,3/107,28/18870,0.0005237507776544633,0.010704824567774388,0.008821065728917277,APOA4/APOC3/GPLD1,3,,
GO:1903901,Endocrine,GO:1903901,negative regulation of viral life cycle,3/107,28/18870,0.0005237507776544633,0.010704824567774388,0.008821065728917277,FCN1/GSN/PPIA,3,,
GO:0070613,Endocrine,GO:0070613,regulation of protein processing,4/107,67/18870,0.0005691576957775873,0.011515382471136437,0.009488987421363707,CLEC3B/CPB2/GSN/SERPINF2,4,,
GO:0002418,Endocrine,GO:0002418,immune response to tumor cell,3/107,29/18870,0.0005817828050001154,0.011537732261536942,0.009507404254717883,HLA-A/HRG/HSPD1,3,,
GO:0006910,Endocrine,GO:0006910,"phagocytosis, recognition",3/107,29/18870,0.0005817828050001154,0.011537732261536942,0.009507404254717883,COLEC11/FCN1/FCN2,3,,
GO:0051702,Endocrine,GO:0051702,biological process involved in interaction with symbiont,5/107,121/18870,0.0006297853106907675,0.012256826945469278,0.010099957774126088,CAMP/FN1/HRG/HSPD1/PLG,5,,
GO:0007159,Endocrine,GO:0007159,leukocyte cell-cell adhesion,9/107,419/18870,0.0006340267299711068,0.012256826945469278,0.010099957774126088,APOA4/CCDC88B/CD44/GPNMB/HLA-A/HSPD1/IL6ST/PRDX2/TFRC,9,,
GO:0050918,Endocrine,GO:0050918,positive chemotaxis,4/107,69/18870,0.0006364004005635571,0.012256826945469278,0.010099957774126088,CDH13/F7/GPNMB/PTPRJ,4,,
GO:0062012,Endocrine,GO:0062012,regulation of small molecule metabolic process,8/107,337/18870,0.0006699474064794525,0.012699208323375536,0.010464492025673509,APOA4/APOC1/APOC3/DKK3/FBP1/GPLD1/IGFBP3/MST1,8,,
GO:0002752,Endocrine,GO:0002752,cell surface pattern recognition receptor signaling pathway,4/107,70/18870,0.000672049966189619,0.012699208323375536,0.010464492025673509,COLEC11/FCN1/FCN2/NAGLU,4,,
GO:1903317,Endocrine,GO:1903317,regulation of protein maturation,4/107,71/18870,0.0007090917215053808,0.013273931945563344,0.01093807987526254,CLEC3B/CPB2/GSN/SERPINF2,4,,
GO:0006801,Endocrine,GO:0006801,superoxide metabolic process,4/107,72/18870,0.0007475557658023453,0.013864390730574978,0.011424633925712255,APOA4/NAGLU/PON3/PRDX2,4,,
GO:0033344,Endocrine,GO:0033344,cholesterol efflux,4/107,73/18870,0.0007874722402542119,0.014470705479166849,0.01192425372012172,APOA4/APOC1/APOC3/PON1,4,,
GO:0006622,Endocrine,GO:0006622,protein targeting to lysosome,3/107,33/18870,0.0008545102446646993,0.015454315853189059,0.012734775341093855,CLU/GNPTG/LAMP2,3,,
GO:0070661,Endocrine,GO:0070661,leukocyte proliferation,8/107,350/18870,0.000856429885024456,0.015454315853189059,0.012734775341093855,CCDC88B/CLU/GPNMB/HLA-A/HSPD1/IL6ST/PRDX2/TFRC,8,,
GO:0031589,Endocrine,GO:0031589,cell-substrate adhesion,8/107,356/18870,0.0009555346711677984,0.01695699046065699,0.013973019966003713,CD44/CDH13/FN1/HRG/PLG/PTPRJ/VWF/ZYX,8,,
GO:0019730,Endocrine,GO:0019730,antimicrobial humoral response,5/107,133/18870,0.0009651008050498738,0.01695699046065699,0.013973019966003713,CAMP/COLEC11/HLA-A/HRG/SEMG1,5,,
GO:0030168,Endocrine,GO:0030168,platelet activation,5/107,133/18870,0.0009651008050498738,0.01695699046065699,0.013973019966003713,HBB/HRG/IL6ST/PPIA/VWF,5,,
GO:0010984,Endocrine,GO:0010984,regulation of lipoprotein particle clearance,3/107,36/18870,0.0011045456275530605,0.019004411184355335,0.015660150162687108,APOC1/APOC3/GPLD1,3,,
GO:0032371,Endocrine,GO:0032371,regulation of sterol transport,4/107,80/18870,0.0011100929149124184,0.019004411184355335,0.015660150162687108,APOA4/APOC1/APOC3/PON1,4,,
GO:0032374,Endocrine,GO:0032374,regulation of cholesterol transport,4/107,80/18870,0.0011100929149124184,0.019004411184355335,0.015660150162687108,APOA4/APOC1/APOC3/PON1,4,,
GO:0046461,Endocrine,GO:0046461,neutral lipid catabolic process,3/107,38/18870,0.0012943525390477911,0.02178645492195568,0.017952629643758836,APOA4/APOC3/GPLD1,3,,
