,Hcluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category,subcategory
GO:0051918,C4,GO:0051918,negative regulation of fibrinolysis,5/68,13/18870,6.583987424075194e-10,5.339960326578881e-08,4.0196975852248554e-08,CPB2/F2/HRG/PLG/VTN,5,,
GO:0050820,C4,GO:0050820,positive regulation of coagulation,6/68,30/18870,9.693860592049377e-10,7.469119586174045e-08,5.622439143388639e-08,CPB2/F2/F7/HRG/PLG/VTN,6,,
GO:0033700,C4,GO:0033700,phospholipid efflux,5/68,14/18870,1.021326397846361e-09,7.494590376577344e-08,5.6416124833418044e-08,APOA2/APOA4/APOC1/APOC2/APOC3,5,,
GO:0016485,C4,GO:0016485,protein processing,11/68,245/18870,1.1280894622535713e-09,7.588345433899622e-08,5.7121873480360566e-08,BCHE/CD5L/CLEC3B/CPB2/CPN1/DPP4/F11/F7/HGFAC/KLKB1/NAGLU,11,,
GO:0061041,C4,GO:0061041,regulation of wound healing,9/68,133/18870,1.1325888707312869e-09,7.588345433899622e-08,5.7121873480360566e-08,CPB2/F11/F2/F7/HRG/KLKB1/PLG/PROC/VTN,9,,
GO:0006956,C4,GO:0006956,complement activation,7/68,67/18870,4.212461829254998e-09,2.70475153286748e-07,2.036023217473249e-07,C1QC/C4A/C4B/C6/CD5L/CFP/CLU,7,,
GO:0030100,C4,GO:0030100,regulation of endocytosis,11/68,291/18870,6.828698281150863e-09,4.2092096205013925e-07,3.1685160024540007e-07,APOA2/APOC1/APOC2/APOC3/C4A/C4B/CDH13/CFP/CLU/PTPRJ/VTN,11,,
GO:0043691,C4,GO:0043691,reverse cholesterol transport,5/68,20/18870,7.778312029234213e-09,4.610145706557662e-07,3.470323828427572e-07,APOA2/APOA4/APOC2/APOC3/CLU,5,,
GO:0006959,C4,GO:0006959,humoral immune response,10/68,258/18870,2.779071208239343e-08,1.586129159961788e-06,1.1939713339102364e-06,C1QC/C4A/C4B/C6/CAMP/CD5L/CFP/CLU/F2/HRG,10,,
GO:0031638,C4,GO:0031638,zymogen activation,6/68,59/18870,6.778425171036939e-08,3.7305547102028294e-06,2.8082047137153033e-06,CD5L/CLEC3B/CPB2/F11/HGFAC/KLKB1,6,,
GO:0034370,C4,GO:0034370,triglyceride-rich lipoprotein particle remodeling,4/68,12/18870,7.468909728506563e-08,3.836529963876205e-06,2.887978428355871e-06,APOA2/APOA4/APOC2/APOC3,4,,
GO:0034372,C4,GO:0034372,very-low-density lipoprotein particle remodeling,4/68,12/18870,7.468909728506563e-08,3.836529963876205e-06,2.887978428355871e-06,APOA2/APOA4/APOC2/APOC3,4,,
GO:0090303,C4,GO:0090303,positive regulation of wound healing,6/68,62/18870,9.170313837476023e-08,4.558533426951791e-06,3.4314722746684476e-06,CPB2/F2/F7/HRG/PLG/VTN,6,,
GO:0034368,C4,GO:0034368,protein-lipid complex remodeling,5/68,33/18870,1.1483728701957518e-07,5.362553312035313e-06,4.036704634627492e-06,APOA2/APOA4/APOC1/APOC2/APOC3,5,,
GO:0034369,C4,GO:0034369,plasma lipoprotein particle remodeling,5/68,33/18870,1.1483728701957518e-07,5.362553312035313e-06,4.036704634627492e-06,APOA2/APOA4/APOC1/APOC2/APOC3,5,,
GO:0034367,C4,GO:0034367,protein-containing complex remodeling,5/68,35/18870,1.5620411378881444e-07,7.079721745545972e-06,5.329316823383081e-06,APOA2/APOA4/APOC1/APOC2/APOC3,5,,
GO:0033344,C4,GO:0033344,cholesterol efflux,6/68,73/18870,2.461843260348726e-07,1.0839144183421105e-05,8.159251948584348e-06,APOA2/APOA4/APOC1/APOC2/APOC3/PON1,6,,
GO:0034375,C4,GO:0034375,high-density lipoprotein particle remodeling,4/68,16/18870,2.716474486485597e-07,1.1313749145065689e-05,8.51651460627917e-06,APOA2/APOA4/APOC1/APOC3,4,,
GO:0051004,C4,GO:0051004,regulation of lipoprotein lipase activity,4/68,16/18870,2.716474486485597e-07,1.1313749145065689e-05,8.51651460627917e-06,APOA4/APOC1/APOC2/APOC3,4,,
GO:1903036,C4,GO:1903036,positive regulation of response to wounding,6/68,77/18870,3.390370574273452e-07,1.3748844881461552e-05,1.0349552279361065e-05,CPB2/F2/F7/HRG/PLG/VTN,6,,
GO:0030301,C4,GO:0030301,cholesterol transport,7/68,128/18870,3.85185329471371e-07,1.5219758787573914e-05,1.1456794415045907e-05,APOA2/APOA4/APOC1/APOC2/APOC3/CLU/PON1,7,,
GO:0006958,C4,GO:0006958,"complement activation, classical pathway",5/68,42/18870,4.014200284646934e-07,1.546470659660231e-05,1.1641180825476111e-05,C1QC/C4A/C4B/C6/CLU,5,,
GO:0032371,C4,GO:0032371,regulation of sterol transport,6/68,80/18870,4.26088556489924e-07,1.5633392036927926e-05,1.1768160131626473e-05,APOA2/APOA4/APOC1/APOC2/APOC3/PON1,6,,
GO:0032374,C4,GO:0032374,regulation of cholesterol transport,6/68,80/18870,4.26088556489924e-07,1.5633392036927926e-05,1.1768160131626473e-05,APOA2/APOA4/APOC1/APOC2/APOC3/PON1,6,,
GO:0006869,C4,GO:0006869,lipid transport,11/68,453/18870,6.044736948165231e-07,2.1662650318889817e-05,1.6306732232259695e-05,APOA2/APOA4/APOC1/APOC2/APOC3/APOC4/APOL1/CLU/LPA/PON1/SERPINA5,11,,
GO:0015918,C4,GO:0015918,sterol transport,7/68,141/18870,7.422062688041018e-07,2.5994087732434563e-05,1.9567256177562684e-05,APOA2/APOA4/APOC1/APOC2/APOC3/CLU/PON1,7,,
GO:0071827,C4,GO:0071827,plasma lipoprotein particle organization,5/68,50/18870,9.778050529300194e-07,3.348439081255911e-05,2.5205641364418284e-05,APOA2/APOA4/APOC1/APOC2/APOC3,5,,
GO:0032102,C4,GO:0032102,negative regulation of response to external stimulus,11/68,481/18870,1.0885497491872527e-06,3.646641659777297e-05,2.7450384979504638e-05,CPB2/DPP4/F11/F2/HRG/IGF1/KLKB1/NEO1/PLG/PROC/VTN,11,,
GO:0051346,C4,GO:0051346,negative regulation of hydrolase activity,8/68,218/18870,1.1374117202209702e-06,3.729258427362798e-05,2.80722892650282e-05,APOA2/APOC1/APOC3/HRG/SERPINA5/SERPINA6/SERPINF1/VTN,8,,
GO:0071825,C4,GO:0071825,protein-lipid complex organization,5/68,53/18870,1.3133479962399045e-06,4.21639429626186e-05,3.1739243242464354e-05,APOA2/APOA4/APOC1/APOC2/APOC3,5,,
GO:0045807,C4,GO:0045807,positive regulation of endocytosis,7/68,155/18870,1.4031481879545711e-06,4.4127578727306006e-05,3.321738567402659e-05,APOA2/C4A/C4B/CFP/CLU/PTPRJ/VTN,7,,
GO:0002455,C4,GO:0002455,humoral immune response mediated by circulating immunoglobulin,5/68,55/18870,1.5832656516072307e-06,4.879624738253485e-05,3.6731763117287756e-05,C1QC/C4A/C4B/C6/CLU,5,,
GO:0031639,C4,GO:0031639,plasminogen activation,4/68,27/18870,2.5424028349572166e-06,7.53431301667129e-05,5.671514016443022e-05,CLEC3B/CPB2/F11/KLKB1,4,,
GO:0034377,C4,GO:0034377,plasma lipoprotein particle assembly,4/68,27/18870,2.5424028349572166e-06,7.53431301667129e-05,5.671514016443022e-05,APOA2/APOA4/APOC1/APOC3,4,,
GO:0050994,C4,GO:0050994,regulation of lipid catabolic process,5/68,61/18870,2.6627832232961587e-06,7.742167824715812e-05,5.827978375516121e-05,APOA2/APOA4/APOC1/APOC2/APOC3,5,,
GO:0051873,C4,GO:0051873,killing by host of symbiont cells,4/68,28/18870,2.9580999107985183e-06,8.441540671371327e-05,6.354436845419039e-05,APOL1/CAMP/F2/HRG,4,,
GO:0046503,C4,GO:0046503,glycerolipid catabolic process,5/68,65/18870,3.6561510082874364e-06,0.00010243870370492618,7.711154853842593e-05,APOA2/APOA4/APOC1/APOC2/APOC3,5,,
GO:0065005,C4,GO:0065005,protein-lipid complex assembly,4/68,30/18870,3.937878899841481e-06,0.00010836198901170934,8.157034863957354e-05,APOA2/APOA4/APOC1/APOC3,4,,
GO:1905952,C4,GO:1905952,regulation of lipid localization,7/68,183/18870,4.233757143574407e-06,0.00011445999575873967,8.616067169379495e-05,APOA2/APOA4/APOC1/APOC2/APOC3/APOC4/PON1,7,,
GO:0032372,C4,GO:0032372,negative regulation of sterol transport,4/68,31/18870,4.5090206431331375e-06,0.00011776950527234177,8.865193128871931e-05,APOA2/APOC1/APOC2/APOC3,4,,
GO:0032375,C4,GO:0032375,negative regulation of cholesterol transport,4/68,31/18870,4.5090206431331375e-06,0.00011776950527234177,8.865193128871931e-05,APOA2/APOC1/APOC2/APOC3,4,,
GO:0051702,C4,GO:0051702,biological process involved in interaction with symbiont,6/68,121/18870,4.855089010749431e-06,0.00012469486942608121,9.386505420782234e-05,APOL1/CAMP/F2/FN1/HRG/PLG,6,,
GO:0031099,C4,GO:0031099,regeneration,7/68,191/18870,5.611708496571766e-06,0.00014176463595437855,0.00010671445665611884,APOA2/APOA4/CPB2/F7/IGF1/NEO1/VTN,7,,
GO:0050766,C4,GO:0050766,positive regulation of phagocytosis,5/68,72/18870,6.073833400957569e-06,0.00015096414953025186,0.00011363946363081905,APOA2/C4A/C4B/CFP/PTPRJ,5,,
GO:0043086,C4,GO:0043086,negative regulation of catalytic activity,10/68,480/18870,8.010712004406767e-06,0.00019594455871096552,0.00014749882420812463,AOC3/APOA2/APOC1/APOC3/HRG/PTPRJ/SERPINA5/SERPINA6/SERPINF1/VTN,10,,
GO:0060191,C4,GO:0060191,regulation of lipase activity,5/68,78/18870,9.012898927845619e-06,0.0002170137069970328,0.00016335879306720187,APOA2/APOA4/APOC1/APOC2/APOC3,5,,
GO:0046461,C4,GO:0046461,neutral lipid catabolic process,4/68,38/18870,1.0378988917939065e-05,0.0002423336654930924,0.00018241859310317148,APOA2/APOA4/APOC2/APOC3,4,,
GO:0046464,C4,GO:0046464,acylglycerol catabolic process,4/68,38/18870,1.0378988917939065e-05,0.0002423336654930924,0.00018241859310317148,APOA2/APOA4/APOC2/APOC3,4,,
GO:0010896,C4,GO:0010896,regulation of triglyceride catabolic process,3/68,13/18870,1.2474337565190042e-05,0.00028690976399937094,0.00021597360560627536,APOA4/APOC2/APOC3,3,,
GO:0044242,C4,GO:0044242,cellular lipid catabolic process,7/68,223/18870,1.5403623078057832e-05,0.00034907328181304586,0.00026276768780216306,APOA2/APOA4/APOC1/APOC2/APOC3/FUCA1/NAGLU,7,,
GO:0055090,C4,GO:0055090,acylglycerol homeostasis,4/68,43/18870,1.7118855119457134e-05,0.0003768593677011921,0.00028368388483671823,APOA4/APOC2/APOC3/APOC4,4,,
GO:0070328,C4,GO:0070328,triglyceride homeostasis,4/68,43/18870,1.7118855119457134e-05,0.0003768593677011921,0.00028368388483671823,APOA4/APOC2/APOC3/APOC4,4,,
GO:0032368,C4,GO:0032368,regulation of lipid transport,6/68,153/18870,1.8624328855905154e-05,0.0004042266305204203,0.0003042848094767603,APOA2/APOA4/APOC1/APOC2/APOC3/PON1,6,,
GO:0097006,C4,GO:0097006,regulation of plasma lipoprotein particle levels,5/68,91/18870,1.9149623317329364e-05,0.0004098551323889521,0.00030852170900141755,APOA2/APOA4/APOC1/APOC2/APOC3,5,,
GO:0044403,C4,GO:0044403,biological process involved in symbiotic interaction,8/68,322/18870,2.0011472142574158e-05,0.0004149193936415998,0.00031233387191710306,APOL1/CAMP/DPP4/F2/FN1/HRG/PLG/TFRC,8,,
GO:0031640,C4,GO:0031640,killing of cells of another organism,5/68,92/18870,2.0194000339467868e-05,0.0004149193936415998,0.00031233387191710306,APOL1/C6/CAMP/F2/HRG,5,,
GO:0141061,C4,GO:0141061,disruption of cell in another organism,5/68,92/18870,2.0194000339467868e-05,0.0004149193936415998,0.00031233387191710306,APOL1/C6/CAMP/F2/HRG,5,,
GO:0045861,C4,GO:0045861,negative regulation of proteolysis,7/68,235/18870,2.159381930166291e-05,0.00043784309926134924,0.00032958987355169705,CPB2/F2/HRG/SERPINA5/SERPINA6/SERPINF1/VTN,7,,
GO:0032369,C4,GO:0032369,negative regulation of lipid transport,4/68,48/18870,2.662800615556207e-05,0.0005329059413730019,0.00040114918364223375,APOA2/APOC1/APOC2/APOC3,4,,
GO:0141060,C4,GO:0141060,disruption of anatomical structure in another organism,5/68,99/18870,2.8804608975155175e-05,0.0005690756721886426,0.0004283762360407693,APOL1/C6/CAMP/F2/HRG,5,,
GO:0060192,C4,GO:0060192,negative regulation of lipase activity,3/68,17/18870,2.935436506245401e-05,0.0005725959058385016,0.000431026119904388,APOA2/APOC1/APOC3,3,,
GO:0050764,C4,GO:0050764,regulation of phagocytosis,5/68,100/18870,3.0236555363651273e-05,0.0005824316476923326,0.00043843005277294353,APOA2/C4A/C4B/CFP/PTPRJ,5,,
GO:0015914,C4,GO:0015914,phospholipid transport,5/68,103/18870,3.486616147003408e-05,0.0006602694056984383,0.0004970230438742301,APOA2/APOA4/APOC1/APOC2/APOC3,5,,
GO:0034384,C4,GO:0034384,high-density lipoprotein particle clearance,3/68,18/18870,3.513438758421281e-05,0.0006602694056984383,0.0004970230438742301,APOA2/APOC2/APOC3,3,,
GO:0006898,C4,GO:0006898,receptor-mediated endocytosis,7/68,258/18870,3.921215841978865e-05,0.0007280233268059556,0.0005480253465898173,APOC1/APOC2/APOC3/CLU/DPP4/TFRC/VTN,7,,
GO:0006641,C4,GO:0006641,triglyceride metabolic process,5/68,106/18870,4.0027513070348985e-05,0.0007343142576358069,0.0005527608947810098,APOA2/APOA4/APOC1/APOC2/APOC3,5,,
GO:0072376,C4,GO:0072376,protein activation cascade,3/68,19/18870,4.1614492798822106e-05,0.0007544462753292337,0.0005679154311368664,F13A1/F13B/KLKB1,3,,
GO:0034381,C4,GO:0034381,plasma lipoprotein particle clearance,4/68,55/18870,4.579636626102348e-05,0.0008111747173360595,0.0006106182168136465,APOA2/APOC1/APOC2/APOC3,4,,
GO:0042304,C4,GO:0042304,regulation of fatty acid biosynthetic process,4/68,55/18870,4.579636626102348e-05,0.0008111747173360595,0.0006106182168136465,APOA4/APOC1/APOC2/APOC3,4,,
GO:0010985,C4,GO:0010985,negative regulation of lipoprotein particle clearance,3/68,21/18870,5.68237793978829e-05,0.0009950618642288358,0.0007490407284266383,APOC1/APOC2/APOC3,3,,
GO:0048259,C4,GO:0048259,regulation of receptor-mediated endocytosis,5/68,115/18870,5.912417699485464e-05,0.0010237118735850674,0.0007706072507194536,APOC1/APOC2/APOC3/CLU/VTN,5,,
GO:0010811,C4,GO:0010811,positive regulation of cell-substrate adhesion,5/68,123/18870,8.14105451132795e-05,0.0013939294446618192,0.001049291470348936,CDH13/FN1/HRG/PTPRJ/VTN,5,,
GO:0031100,C4,GO:0031100,animal organ regeneration,4/68,64/18870,8.326400616777276e-05,0.0014099981703795366,0.001061387331369411,APOA2/CPB2/F7/VTN,4,,
GO:1905953,C4,GO:1905953,negative regulation of lipid localization,4/68,66/18870,9.393834454298111e-05,0.0015734672710949337,0.0011844399964115009,APOA2/APOC1/APOC2/APOC3,4,,
GO:0016064,C4,GO:0016064,immunoglobulin mediated immune response,6/68,205/18870,9.548928580431978e-05,0.0015822471981124385,0.001191049156268935,C1QC/C4A/C4B/C6/CLU/TFRC,6,,
GO:0010951,C4,GO:0010951,negative regulation of endopeptidase activity,5/68,128/18870,9.830920703548377e-05,0.0016116434898051117,0.0012131774485229913,HRG/SERPINA5/SERPINA6/SERPINF1/VTN,5,,
GO:0019724,C4,GO:0019724,B cell mediated immunity,6/68,208/18870,0.00010342246247453169,0.0016776212070868772,0.0012628426996890189,C1QC/C4A/C4B/C6/CLU/TFRC,6,,
GO:0015850,C4,GO:0015850,organic hydroxy compound transport,7/68,308/18870,0.000119199071414694,0.0019133934276046192,0.0014403221129275527,APOA2/APOA4/APOC1/APOC2/APOC3/CLU/PON1,7,,
GO:0006639,C4,GO:0006639,acylglycerol metabolic process,5/68,134/18870,0.00012201024332145032,0.0019153507319476612,0.0014417954893311403,APOA2/APOA4/APOC1/APOC2/APOC3,5,,
GO:0050995,C4,GO:0050995,negative regulation of lipid catabolic process,3/68,27/18870,0.00012304978745153697,0.0019153507319476612,0.0014417954893311403,APOA2/APOC1/APOC3,3,,
GO:0050996,C4,GO:0050996,positive regulation of lipid catabolic process,3/68,27/18870,0.00012304978745153697,0.0019153507319476612,0.0014417954893311403,APOA2/APOA4/APOC2,3,,
GO:0006638,C4,GO:0006638,neutral lipid metabolic process,5/68,135/18870,0.0001263520786057135,0.0019278074567465793,0.0014511723879468087,APOA2/APOA4/APOC1/APOC2/APOC3,5,,
GO:0042157,C4,GO:0042157,lipoprotein metabolic process,5/68,135/18870,0.0001263520786057135,0.0019278074567465793,0.0014511723879468087,APOA2/APOA4/APOC1/APOC3/APOL1,5,,
GO:0010466,C4,GO:0010466,negative regulation of peptidase activity,5/68,137/18870,0.00013539048886887503,0.0020454582681072196,0.0015397349714499514,HRG/SERPINA5/SERPINA6/SERPINF1/VTN,5,,
GO:0019433,C4,GO:0019433,triglyceride catabolic process,3/68,28/18870,0.0001374607899564252,0.0020565735662412743,0.0015481021004801283,APOA4/APOC2/APOC3,3,,
GO:0010810,C4,GO:0010810,regulation of cell-substrate adhesion,6/68,220/18870,0.00014055895602044276,0.002082705300264445,0.0015677729709972462,CDH13/FN1/HRG/PLG/PTPRJ/VTN,6,,
GO:0008203,C4,GO:0008203,cholesterol metabolic process,5/68,140/18870,0.00014986752405007531,0.0021994843291539626,0.001655679313315118,APOA2/APOA4/APOC1/APOL1/PON1,5,,
GO:0001906,C4,GO:0001906,cell killing,6/68,223/18870,0.0001513194093026685,0.0021998416012774732,0.0016559482527461838,APOL1/C6/CAMP/CD5L/F2/HRG,6,,
GO:0046470,C4,GO:0046470,phosphatidylcholine metabolic process,4/68,76/18870,0.00016276049299287013,0.002344055324317877,0.001764506279175041,APOA2/APOA4/APOC1/PON1,4,,
GO:0016042,C4,GO:0016042,lipid catabolic process,7/68,334/18870,0.0001963415388491716,0.002801502883023828,0.0021088535654170287,APOA2/APOA4/APOC1/APOC2/APOC3/FUCA1/NAGLU,7,,
GO:1902652,C4,GO:1902652,secondary alcohol metabolic process,5/68,150/18870,0.00020682251381580095,0.0029051216718365917,0.002186853432401328,APOA2/APOA4/APOC1/APOL1/PON1,5,,
GO:0062012,C4,GO:0062012,regulation of small molecule metabolic process,7/68,337/18870,0.00020737403238288454,0.0029051216718365917,0.002186853432401328,APOA4/APOC1/APOC2/APOC3/IGF1/IGFBP3/MST1,7,,
GO:0015748,C4,GO:0015748,organophosphate ester transport,5/68,152/18870,0.00021995874518162615,0.0030536614984223954,0.002298667967663841,APOA2/APOA4/APOC1/APOC2/APOC3,5,,
GO:0016125,C4,GO:0016125,sterol metabolic process,5/68,154/18870,0.00023372151256076067,0.003215757596929752,0.0024206870943793072,APOA2/APOA4/APOC1/APOL1/PON1,5,,
GO:0002443,C4,GO:0002443,leukocyte mediated immunity,8/68,466/18870,0.0002628647920898792,0.0035847313682345473,0.002698435033843008,C1QC/C4A/C4B/C6/CLU/DBH/F2/TFRC,8,,
GO:0010984,C4,GO:0010984,regulation of lipoprotein particle clearance,3/68,36/18870,0.00029347974516994666,0.003967125327253402,0.0029862851262906854,APOC1/APOC2/APOC3,3,,
GO:0048261,C4,GO:0048261,negative regulation of receptor-mediated endocytosis,3/68,37/18870,0.0003185533983685331,0.004268615538138344,0.0032132342791956385,APOC1/APOC2/APOC3,3,,
GO:0045785,C4,GO:0045785,positive regulation of cell adhesion,8/68,482/18870,0.0003297303570582519,0.004380297243334191,0.0032973035705825193,CDH13/DPP4/FN1/HRG/IGF1/PTPRJ/TFRC/VTN,8,,
GO:0006066,C4,GO:0006066,alcohol metabolic process,7/68,373/18870,0.0003834438551677556,0.005050316075329157,0.0038016655726033893,APOA2/APOA4/APOC1/APOL1/DBH/IGF1/PON1,7,,
GO:0055088,C4,GO:0055088,lipid homeostasis,5/68,175/18870,0.0004211871277987199,0.005500418338456164,0.004140483629207756,APOA2/APOA4/APOC2/APOC3/APOC4,5,,
GO:0019217,C4,GO:0019217,regulation of fatty acid metabolic process,4/68,100/18870,0.00046622973716046117,0.0059871668747022554,0.004506887459217792,APOA4/APOC1/APOC2/APOC3,4,,
GO:0042632,C4,GO:0042632,cholesterol homeostasis,4/68,100/18870,0.00046622973716046117,0.0059871668747022554,0.004506887459217792,APOA2/APOA4/APOC2/APOC3,4,,
GO:0055092,C4,GO:0055092,sterol homeostasis,4/68,101/18870,0.0004841475341686088,0.006165878926891126,0.004641414377153606,APOA2/APOA4/APOC2/APOC3,4,,
GO:0090207,C4,GO:0090207,regulation of triglyceride metabolic process,3/68,44/18870,0.0005332781182328743,0.006735914591777536,0.005070513255328969,APOA4/APOC2/APOC3,3,,
GO:1904729,C4,GO:1904729,regulation of intestinal lipid absorption,2/68,10/18870,0.0005651594636566494,0.006967285867959173,0.005244679822733706,APOA2/APOA4,2,,
GO:1905918,C4,GO:1905918,regulation of CoA-transferase activity,2/68,10/18870,0.0005651594636566494,0.006967285867959173,0.005244679822733706,APOA2/APOA4,2,,
GO:2000425,C4,GO:2000425,regulation of apoptotic cell clearance,2/68,10/18870,0.0005651594636566494,0.006967285867959173,0.005244679822733706,C4A/C4B,2,,
GO:0002526,C4,GO:0002526,acute inflammatory response,4/68,107/18870,0.000602112974720795,0.007363937254323373,0.005543262306953352,F2/FN1/KLKB1/TFRC,4,,
GO:0006953,C4,GO:0006953,acute-phase response,3/68,48/18870,0.0006893047348157967,0.00836392595552081,0.006296011751073419,F2/FN1/TFRC,3,,
GO:0045833,C4,GO:0045833,negative regulation of lipid metabolic process,4/68,112/18870,0.0007149416946835966,0.008607227746151738,0.006479159108070095,APOA2/APOC1/APOC2/APOC3,4,,
GO:0035987,C4,GO:0035987,endodermal cell differentiation,3/68,49/18870,0.0007323735328902527,0.008748741195223871,0.006585684481803823,COL6A1/FN1/VTN,3,,
GO:0007626,C4,GO:0007626,locomotory behavior,5/68,201/18870,0.0007893865771212565,0.009357267041106588,0.007043757149697366,CNTN1/DBH/DPP4/NAGLU/SELENOP,5,,
GO:0034379,C4,GO:0034379,very-low-density lipoprotein particle assembly,2/68,12/18870,0.0008250473781758258,0.00963180310431021,0.007250416353666349,APOC1/APOC3,2,,
GO:1904478,C4,GO:1904478,regulation of intestinal absorption,2/68,12/18870,0.0008250473781758258,0.00963180310431021,0.007250416353666349,APOA2/APOA4,2,,
GO:0010823,C4,GO:0010823,negative regulation of mitochondrion organization,3/68,52/18870,0.0008717486905286395,0.010100486707553634,0.007603221661753547,CLU/IGF1/TFRC,3,,
GO:0043568,C4,GO:0043568,positive regulation of insulin-like growth factor receptor signaling pathway,2/68,13/18870,0.000972787931014123,0.011111105410919185,0.00836397292450763,IGF1/IGFBP3,2,,
GO:0009395,C4,GO:0009395,phospholipid catabolic process,3/68,54/18870,0.0009733934006970085,0.011111105410919185,0.00836397292450763,APOA2/APOC1/APOC2,3,,
GO:0001954,C4,GO:0001954,positive regulation of cell-matrix adhesion,3/68,56/18870,0.0010822514147253895,0.012262863456557537,0.009230967949128322,CDH13/HRG/PTPRJ,3,,
GO:0050821,C4,GO:0050821,protein stabilization,5/68,217/18870,0.0011117831798872458,0.012505531972308364,0.009413638603424855,AFM/APOA2/CLU/IGF1/LAMP2,5,,
GO:0051384,C4,GO:0051384,response to glucocorticoid,4/68,127/18870,0.0011425222451308423,0.012728358726339718,0.009581373213857285,APOA2/BCHE/CPN1/SERPINF1,4,,
GO:0008202,C4,GO:0008202,steroid metabolic process,6/68,327/18870,0.001148112824763933,0.012728358726339718,0.009581373213857285,APOA2/APOA4/APOC1/APOL1/PON1/SERPINA6,6,,
GO:0001706,C4,GO:0001706,endoderm formation,3/68,58/18870,0.0011985149101616489,0.013192224832565007,0.009930552112767948,COL6A1/FN1/VTN,3,,
GO:0061684,C4,GO:0061684,chaperone-mediated autophagy,2/68,15/18870,0.001303439510346901,0.01424539209535159,0.01072333214186103,CLU/LAMP2,2,,
GO:0019216,C4,GO:0019216,regulation of lipid metabolic process,6/68,342/18870,0.0014437087499737694,0.015667290026123794,0.01179367711246178,APOA2/APOA4/APOC1/APOC2/APOC3/F2,6,,
GO:0072378,C4,GO:0072378,"blood coagulation, fibrin clot formation",2/68,16/18870,0.0014861827688420922,0.01601543808941024,0.012055748334663125,F13A1/F13B,2,,
GO:0006909,C4,GO:0006909,phagocytosis,5/68,237/18870,0.001641308250073298,0.01756427787057606,0.013221649792257125,APOA2/C4A/C4B/CFP/PTPRJ,5,,
GO:0008228,C4,GO:0008228,opsonization,2/68,17/18870,0.0016804265560127114,0.017858878088383368,0.013443412448101693,C4B/CFP,2,,
GO:0007160,C4,GO:0007160,cell-matrix adhesion,5/68,239/18870,0.0017029271565827259,0.01797404622119165,0.013530106175588783,CDH13/FN1/HRG/PTPRJ/VTN,5,,
GO:0031589,C4,GO:0031589,cell-substrate adhesion,6/68,356/18870,0.0017690726237962848,0.01854517628074881,0.013960028868052315,CDH13/FN1/HRG/PLG/PTPRJ/VTN,6,,
GO:0010565,C4,GO:0010565,regulation of cellular ketone metabolic process,4/68,144/18870,0.0018142559876414461,0.018804797600447506,0.01415546088028495,APOA4/APOC1/APOC2/APOC3,4,,
GO:0070613,C4,GO:0070613,regulation of protein processing,3/68,67/18870,0.0018182445441055667,0.018804797600447506,0.01415546088028495,CLEC3B/CPB2/KLKB1,3,,
GO:0045834,C4,GO:0045834,positive regulation of lipid metabolic process,4/68,145/18870,0.0018607144300980447,0.01911573957854058,0.014389524926091548,APOA2/APOA4/APOC2/F2,4,,
GO:0010755,C4,GO:0010755,regulation of plasminogen activation,2/68,18/18870,0.001886088077066274,0.019121458728678476,0.014393830061821567,CLEC3B/CPB2,2,,
GO:0030299,C4,GO:0030299,intestinal cholesterol absorption,2/68,18/18870,0.001886088077066274,0.019121458728678476,0.014393830061821567,APOA2/APOA4,2,,
GO:0046434,C4,GO:0046434,organophosphate catabolic process,4/68,146/18870,0.0019079922443589296,0.019217098356582422,0.014465823552002344,APOA2/APOC1/APOC2/PON1,4,,
GO:0050918,C4,GO:0050918,positive chemotaxis,3/68,69/18870,0.0019784510186694913,0.019797357271231726,0.014902618062705262,CDH13/F7/PTPRJ,3,,
GO:0031960,C4,GO:0031960,response to corticosteroid,4/68,149/18870,0.0020548166625036853,0.020428854689794704,0.015377982764543711,APOA2/BCHE/CPN1/SERPINF1,4,,
GO:0002449,C4,GO:0002449,lymphocyte mediated immunity,6/68,368/18870,0.002089970110495618,0.02064515346329325,0.015540803385736646,C1QC/C4A/C4B/C6/CLU/TFRC,6,,
GO:0010001,C4,GO:0010001,glial cell differentiation,5/68,252/18870,0.00214576726483265,0.02094191785937729,0.015764195143982904,CLU/CNTN1/F2/NAGLU/VTN,5,,
GO:1903317,C4,GO:1903317,regulation of protein maturation,3/68,71/18870,0.0021471920971976714,0.02094191785937729,0.015764195143982904,CLEC3B/CPB2/KLKB1,3,,
GO:0006879,C4,GO:0006879,intracellular iron ion homeostasis,3/68,73/18870,0.0023246237829205717,0.022453673111024048,0.016902180927182285,NAGLU/NEO1/TFRC,3,,
GO:0090201,C4,GO:0090201,negative regulation of release of cytochrome c from mitochondria,2/68,20/18870,0.0023313353003010045,0.022453673111024048,0.016902180927182285,CLU/IGF1,2,,
GO:0002460,C4,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,6/68,380/18870,0.0024531787105555687,0.023480424801031873,0.017675076423878635,C1QC/C4A/C4B/C6/CLU/TFRC,6,,
GO:0045806,C4,GO:0045806,negative regulation of endocytosis,3/68,75/18870,0.0025108975536798045,0.023884525495188755,0.017979266433756625,APOC1/APOC2/APOC3,3,,
