,Tumor type,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category,subcategory
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,discovery_tumor_HNCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,6/17,200/4383,6.797092862870337e-05,0.001835215072974991,0.00157406361034892,ACTA2/CD44/FSTL1/QSOX1/THBS1/TPM2,6.0,,
hsa04814,discovery_tumor_HNCA,hsa04814,Motor proteins,4/15,197/8843,0.0002689551011855508,0.011790918119341423,0.007922229419490319,ACTA2/ACTC1/MYH9/TPM2,4.0,Cellular Processes,Cell motility
hsa04820,discovery_tumor_HNCA,hsa04820,Cytoskeleton in muscle cells,4/15,232/8843,0.0005017411965677201,0.011790918119341423,0.007922229419490319,ACTC1/MYH9/THBS1/TPM2,4.0,,
R-HSA-114608,discovery_tumor_HNCA,R-HSA-114608,Platelet degranulation,6/22,129/11009,1.4736187708637054e-07,1.4136743929692711e-05,9.434221955144087e-06,ALDOA/F5/PPBP/QSOX1/SELENOP/THBS1,6.0,,
R-HSA-76005,discovery_tumor_HNCA,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,6/22,134/11009,1.8479403829663675e-07,1.4136743929692711e-05,9.434221955144087e-06,ALDOA/F5/PPBP/QSOX1/SELENOP/THBS1,6.0,,
R-HSA-76002,discovery_tumor_HNCA,R-HSA-76002,"Platelet activation, signaling and aggregation",6/22,263/11009,9.496397773097453e-06,0.00048431628642797014,0.00032321073122472036,ALDOA/F5/PPBP/QSOX1/SELENOP/THBS1,6.0,,
R-HSA-445355,discovery_tumor_HNCA,R-HSA-445355,Smooth Muscle Contraction,3/22,45/11009,9.309022651010541e-05,0.003560701164011532,0.0023762505188105855,ACTA2/ANXA6/TPM2,3.0,,
R-HSA-6798695,discovery_tumor_HNCA,R-HSA-6798695,Neutrophil degranulation,6/22,480/11009,0.0002734004582053309,0.008366054021083126,0.005583125146508863,ALDOA/CD44/CRISP3/GDI2/PPBP/QSOX1,6.0,,
R-HSA-397014,discovery_tumor_HNCA,R-HSA-397014,Muscle contraction,4/22,205/11009,0.0006564043467798738,0.01673831084288678,0.011170389760990834,ACTA2/ACTC1/ANXA6/TPM2,4.0,,
R-HSA-8957275,discovery_tumor_HNCA,R-HSA-8957275,Post-translational protein phosphorylation,3/22,108/11009,0.0012344572540130654,0.02698170855199986,0.018006368968310878,F5/FSTL1/QSOX1,3.0,,
R-HSA-381426,discovery_tumor_HNCA,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),3/22,125/11009,0.0018795411233203173,0.03526508386153433,0.023534318091288822,F5/FSTL1/QSOX1,3.0,,
R-HSA-70263,discovery_tumor_HNCA,R-HSA-70263,Gluconeogenesis,2/22,35/11009,0.0021794897726622165,0.03526508386153433,0.023534318091288822,ALDOA/PGK1,2.0,,
R-HSA-390522,discovery_tumor_HNCA,R-HSA-390522,Striated Muscle Contraction,2/22,36/11009,0.0023049074419303484,0.03526508386153433,0.023534318091288822,ACTC1/TPM2,2.0,,
R-HSA-140877,discovery_tumor_HNCA,R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),2/22,39/11009,0.00270119933211842,0.03757122707401075,0.02507333351344371,F11/F5,2.0,,
GO:0042060,discovery_tumor_HNCA,GO:0042060,wound healing,7/26,423/18870,1.2316688246991941e-06,0.0010038100921298432,0.000729925840321733,ANXA6/APCS/CD44/F11/F5/MYH9/THBS1,7.0,,
GO:0031639,discovery_tumor_HNCA,GO:0031639,plasminogen activation,3/26,27/18870,6.644644654682228e-06,0.002707692696783008,0.00196891312662426,F11/PGK1/THBS1,3.0,,
GO:0031638,discovery_tumor_HNCA,GO:0031638,zymogen activation,3/26,59/18870,7.172109648908174e-05,0.019484231212867208,0.014168062218720356,F11/PGK1/THBS1,3.0,,
GO:0061045,discovery_tumor_HNCA,GO:0061045,negative regulation of wound healing,3/26,75/18870,0.00014681134559290133,0.02075615603836978,0.015092949111530108,APCS/F11/THBS1,3.0,,
GO:0090130,discovery_tumor_HNCA,GO:0090130,tissue migration,5/26,380/18870,0.00014971086248569788,0.02075615603836978,0.015092949111530108,ACTA2/ACTC1/FSTL1/MYH9/THBS1,5.0,,
GO:0010763,discovery_tumor_HNCA,GO:0010763,positive regulation of fibroblast migration,2/26,15/18870,0.00018958069372583265,0.02075615603836978,0.015092949111530108,ACTA2/THBS1,2.0,,
GO:0007596,discovery_tumor_HNCA,GO:0007596,blood coagulation,4/26,224/18870,0.00023538173893085916,0.02075615603836978,0.015092949111530108,F11/F5/MYH9/THBS1,4.0,,
GO:0050817,discovery_tumor_HNCA,GO:0050817,coagulation,4/26,229/18870,0.0002560653665088625,0.02075615603836978,0.015092949111530108,F11/F5/MYH9/THBS1,4.0,,
GO:0007599,discovery_tumor_HNCA,GO:0007599,hemostasis,4/26,231/18870,0.00026469454305979234,0.02075615603836978,0.015092949111530108,F11/F5/MYH9/THBS1,4.0,,
GO:0051917,discovery_tumor_HNCA,GO:0051917,regulation of fibrinolysis,2/26,18/18870,0.0002755446360600229,0.02075615603836978,0.015092949111530108,F11/THBS1,2.0,,
GO:0046827,discovery_tumor_HNCA,GO:0046827,positive regulation of protein export from nucleus,2/26,19/18870,0.00030770077997978426,0.02075615603836978,0.015092949111530108,ANP32B/YWHAE,2.0,,
GO:1903035,discovery_tumor_HNCA,GO:1903035,negative regulation of response to wounding,3/26,97/18870,0.0003141845437649567,0.02075615603836978,0.015092949111530108,APCS/F11/THBS1,3.0,,
GO:0016485,discovery_tumor_HNCA,GO:0016485,protein processing,4/26,245/18870,0.0003310797895690885,0.02075615603836978,0.015092949111530108,F11/MYH9/PGK1/THBS1,4.0,,
GO:0001667,discovery_tumor_HNCA,GO:0001667,ameboidal-type cell migration,5/26,497/18870,0.0005167929492058639,0.03008473240019851,0.021876272962624167,ACTA2/ANXA6/FSTL1/MYH9/THBS1,5.0,,
GO:0042730,discovery_tumor_HNCA,GO:0042730,fibrinolysis,2/26,27/18870,0.0006273301249070336,0.0339038945684096,0.024653397019069562,F11/THBS1,2.0,,
GO:0001778,discovery_tumor_HNCA,GO:0001778,plasma membrane repair,2/26,29/18870,0.0007244016698217013,0.0339038945684096,0.024653397019069562,ANXA6/MYH9,2.0,,
GO:0071621,discovery_tumor_HNCA,GO:0071621,granulocyte chemotaxis,3/26,130/18870,0.0007397423056178584,0.0339038945684096,0.024653397019069562,CCL14/PPBP/THBS1,3.0,,
GO:0030048,discovery_tumor_HNCA,GO:0030048,actin filament-based movement,3/26,133/18870,0.0007903975420856227,0.0339038945684096,0.024653397019069562,ACTA2/ACTC1/MYH9,3.0,,
GO:0061041,discovery_tumor_HNCA,GO:0061041,regulation of wound healing,3/26,133/18870,0.0007903975420856227,0.0339038945684096,0.024653397019069562,APCS/F11/THBS1,3.0,,
GO:0046825,discovery_tumor_HNCA,GO:0046825,regulation of protein export from nucleus,2/26,34/18870,0.0009967302994950565,0.04061675970442355,0.02953469255872194,ANP32B/YWHAE,2.0,,
GO:0030224,discovery_tumor_HNCA,GO:0030224,monocyte differentiation,2/26,35/18870,0.0010562436658138497,0.04099231369706131,0.02980777863925801,APCS/MYH9,2.0,,
GO:0097530,discovery_tumor_HNCA,GO:0097530,granulocyte migration,3/26,156/18870,0.0012531840153130413,0.04451858846009008,0.03237192806332673,CCL14/PPBP/THBS1,3.0,,
GO:0006936,discovery_tumor_HNCA,GO:0006936,muscle contraction,4/26,351/18870,0.001272703136436391,0.04451858846009008,0.03237192806332673,ACTA2/ALDOA/ANXA6/TPM2,4.0,,
GO:0010762,discovery_tumor_HNCA,GO:0010762,regulation of fibroblast migration,2/26,39/18870,0.0013109768380885423,0.04451858846009008,0.03237192806332673,ACTA2/THBS1,2.0,,
GO:0043281,discovery_tumor_HNCA,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,3/26,163/18870,0.0014216554645882608,0.046074471851420454,0.03350329693555017,ANP32B/CD44/THBS1,3.0,,
GO:0050878,discovery_tumor_HNCA,GO:0050878,regulation of body fluid levels,4/26,365/18870,0.0014698604517017569,0.046074471851420454,0.03350329693555017,F11/F5/MYH9/THBS1,4.0,,
HALLMARK_COAGULATION,discovery_tumor_LC,HALLMARK_COAGULATION,HALLMARK_COAGULATION,1/1,138/4383,0.031485284052019225,0.045630846452201834,-2147483648.0,ANG,1.0,,
HALLMARK_COMPLEMENT,discovery_tumor_LC,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,1/1,200/4383,0.045630846452201834,0.045630846452201834,-2147483648.0,ANG,1.0,,
HALLMARK_GLYCOLYSIS,discovery_tumor_LC,HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,1/1,200/4383,0.045630846452201834,0.045630846452201834,-2147483648.0,ANG,1.0,,
hsa05014,discovery_tumor_LC,hsa05014,Amyotrophic lateral sclerosis,1/1,371/8843,0.041954087979192645,0.041954087979192645,-2147483648.0,ANG,1.0,Human Diseases,Neurodegenerative disease
R-HSA-418990,discovery_tumor_LC,R-HSA-418990,Adherens junctions interactions,1/1,57/11009,0.0051775819783811405,0.013897720047234108,-2147483648.0,ANG,1.0,,
R-HSA-421270,discovery_tumor_LC,R-HSA-421270,Cell-cell junction organization,1/1,88/11009,0.007993459896448507,0.013897720047234108,-2147483648.0,ANG,1.0,,
R-HSA-446728,discovery_tumor_LC,R-HSA-446728,Cell junction organization,1/1,115/11009,0.01044599872831331,0.013897720047234108,-2147483648.0,ANG,1.0,,
R-HSA-211000,discovery_tumor_LC,R-HSA-211000,Gene Silencing by RNA,1/1,137/11009,0.01244436370242541,0.013897720047234108,-2147483648.0,ANG,1.0,,
R-HSA-1500931,discovery_tumor_LC,R-HSA-1500931,Cell-Cell communication,1/1,153/11009,0.013897720047234108,0.013897720047234108,-2147483648.0,ANG,1.0,,
GO:0032429,discovery_tumor_LC,GO:0032429,regulation of phospholipase A2 activity,1/3,10/18870,0.0015890669230512744,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0016078,discovery_tumor_LC,GO:0016078,tRNA catabolic process,1/3,16/18870,0.002541698548630622,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0032148,discovery_tumor_LC,GO:0032148,activation of protein kinase B activity,1/3,26/18870,0.0041280709967321805,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0046339,discovery_tumor_LC,GO:0046339,diacylglycerol metabolic process,1/3,27/18870,0.00428661566808719,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0007202,discovery_tumor_LC,GO:0007202,activation of phospholipase C activity,1/3,28/18870,0.004445143511477068,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0001556,discovery_tumor_LC,GO:0001556,oocyte maturation,1/3,33/18870,0.005237530340211571,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0009303,discovery_tumor_LC,GO:0009303,rRNA transcription,1/3,37/18870,0.005871136990928338,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0010863,discovery_tumor_LC,GO:0010863,positive regulation of phospholipase C activity,1/3,37/18870,0.005871136990928338,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:1900274,discovery_tumor_LC,GO:1900274,regulation of phospholipase C activity,1/3,39/18870,0.006187839398511197,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0010518,discovery_tumor_LC,GO:0010518,positive regulation of phospholipase activity,1/3,49/18870,0.007770342544468289,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0046460,discovery_tumor_LC,GO:0046460,neutral lipid biosynthetic process,1/3,51/18870,0.008086641445282039,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0046463,discovery_tumor_LC,GO:0046463,acylglycerol biosynthetic process,1/3,51/18870,0.008086641445282039,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0034661,discovery_tumor_LC,GO:0034661,ncRNA catabolic process,1/3,55/18870,0.008719037575691146,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0001541,discovery_tumor_LC,GO:0001541,ovarian follicle development,1/3,56/18870,0.008877094598666146,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0010517,discovery_tumor_LC,GO:0010517,regulation of phospholipase activity,1/3,59/18870,0.00935116485877463,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0060193,discovery_tumor_LC,GO:0060193,positive regulation of lipase activity,1/3,60/18870,0.009509154678849496,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0048599,discovery_tumor_LC,GO:0048599,oocyte development,1/3,61/18870,0.009667127700431877,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0009994,discovery_tumor_LC,GO:0009994,oocyte differentiation,1/3,65/18870,0.010298851819700472,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0019731,discovery_tumor_LC,GO:0019731,antibacterial humoral response,1/3,70/18870,0.011088129109882217,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0048662,discovery_tumor_LC,GO:0048662,negative regulation of smooth muscle cell proliferation,1/3,70/18870,0.011088129109882217,0.046015735806011204,0.011088129109882217,ANG,1.0,,
GO:0060191,discovery_tumor_LC,GO:0060191,regulation of lipase activity,1/3,78/18870,0.012350099763432376,0.04881229906499463,0.011761999774697503,ANG,1.0,,
GO:0061844,discovery_tumor_LC,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,1/3,83/18870,0.013138285964344187,0.049567169774571256,0.011943896331221988,ANG,1.0,,
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,discovery_tumor_LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,12/65,200/4383,2.790009396756369e-05,0.0011439038526701113,0.0009985296788391216,CADM1/CDH2/COMP/FBLN1/FLNA/FUCA1/ITGB1/LUM/PVR/SPP1/TGFBI/TIMP1,12.0,,
HALLMARK_ANGIOGENESIS,discovery_tumor_LIHC,HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,4/65,36/4383,0.0018174375941419352,0.03389116087219559,0.029584068540555845,LUM/NRP1/SPP1/TIMP1,4.0,,
HALLMARK_ADIPOGENESIS,discovery_tumor_LIHC,HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,9/65,200/4383,0.0024798410394289458,0.03389116087219559,0.029584068540555845,ADIPOQ/APOE/DDT/ENPP2/FAH/GPX3/TALDO1/TKT/YWHAG,9.0,,
hsa04514,discovery_tumor_LIHC,hsa04514,Cell adhesion molecules,14/81,157/8843,1.1285668413046207e-10,1.8282782829134856e-08,1.5681139268653676e-08,ALCAM/CADM1/CDH1/CDH2/CDH5/CNTN1/ICAM1/ICAM2/ICAM3/ICOSLG/ITGB1/NCAM1/PTPRF/PVR,14.0,Environmental Information Processing,Signaling molecules and interaction
hsa05150,discovery_tumor_LIHC,hsa05150,Staphylococcus aureus infection,7/81,100/8843,3.3579279256657334e-05,0.002719921619789244,0.002332876243094088,C1QA/C1QB/C1QC/FCGR2A/FCGR3A/ICAM1/KRT10,7.0,Human Diseases,Infectious disease: bacterial
hsa04145,discovery_tumor_LIHC,hsa04145,Phagosome,8/81,157/8843,8.858202919310933e-05,0.004783429576427904,0.0041027466152598,CALR/COLEC11/COMP/FCGR2A/FCGR3A/ITGB1/MARCO/TFRC,8.0,Cellular Processes,Transport and catabolism
hsa04512,discovery_tumor_LIHC,hsa04512,ECM-receptor interaction,6/81,89/8843,0.00015540950113937952,0.005517943779219615,0.004732739303814094,COMP/GP1BA/HSPG2/ITGB1/LAMB1/SPP1,6.0,Environmental Information Processing,Signaling molecules and interaction
hsa00030,discovery_tumor_LIHC,hsa00030,Pentose phosphate pathway,4/81,31/8843,0.0001703069067660375,0.005517943779219615,0.004732739303814094,ALDOB/H6PD/TALDO1/TKT,4.0,Metabolism,Carbohydrate metabolism
hsa00511,discovery_tumor_LIHC,hsa00511,Other glycan degradation,3/81,18/8843,0.0005471368002102835,0.013211017731201913,0.01133108733280476,AGA/FUCA1/FUCA2,3.0,Metabolism,Glycan biosynthesis and metabolism
hsa01230,discovery_tumor_LIHC,hsa01230,Biosynthesis of amino acids,5/81,75/8843,0.0005950667588049846,0.013211017731201913,0.01133108733280476,ALDOB/ENO1/GOT1/TALDO1/TKT,5.0,Metabolism,Global and overview maps
hsa01200,discovery_tumor_LIHC,hsa01200,Carbon metabolism,6/81,116/8843,0.0006523959373433044,0.013211017731201913,0.01133108733280476,ALDOB/ENO1/GOT1/H6PD/TALDO1/TKT,6.0,Metabolism,Global and overview maps
hsa04610,discovery_tumor_LIHC,hsa04610,Complement and coagulation cascades,5/81,88/8843,0.0012312296765826976,0.0207695168284036,0.017814010535083014,C1QA/C1QB/C1QC/C7/PROCR,5.0,Organismal Systems,Immune system
hsa04142,discovery_tumor_LIHC,hsa04142,Lysosome,6/81,132/8843,0.0012820689400249137,0.0207695168284036,0.017814010535083014,AGA/AP3M1/CTSD/FUCA1/FUCA2/GNPTG,6.0,Cellular Processes,Transport and catabolism
hsa05322,discovery_tumor_LIHC,hsa05322,Systemic lupus erythematosus,6/81,139/8843,0.0016715643259522133,0.024617583709478048,0.021114496748870063,C1QA/C1QB/C1QC/C7/FCGR2A/FCGR3A,6.0,Human Diseases,Immune disease
hsa05142,discovery_tumor_LIHC,hsa05142,Chagas disease,5/81,103/8843,0.002472992739556476,0.03338540198401243,0.028634652773811827,ACE/C1QA/C1QB/C1QC/CALR,5.0,Human Diseases,Infectious disease: parasitic
hsa04066,discovery_tumor_LIHC,hsa04066,HIF-1 signaling pathway,5/81,109/8843,0.003162734449722971,0.03941253698885549,0.0338041252925856,ALDOB/ENO1/LDHB/TFRC/TIMP1,5.0,Environmental Information Processing,Signal transduction
hsa00350,discovery_tumor_LIHC,hsa00350,Tyrosine metabolism,3/81,36/8843,0.0042525076837751224,0.04920758891225499,0.0422053394179185,AOC3/FAH/GOT1,3.0,Metabolism,Amino acid metabolism
R-HSA-8957275,discovery_tumor_LIHC,R-HSA-8957275,Post-translational protein phosphorylation,11/92,108/11009,1.3379783490009822e-09,5.940623869564361e-07,5.239241535035426e-07,APOE/CDH2/CHGB/CST3/FUCA2/GOLM1/IGFBP7/LAMB1/PRKCSH/SPP1/TIMP1,11.0,,
R-HSA-381426,discovery_tumor_LIHC,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),11/92,125/11009,6.406733024923617e-09,1.4222947315330429e-06,1.254370886985045e-06,APOE/CDH2/CHGB/CST3/FUCA2/GOLM1/IGFBP7/LAMB1/PRKCSH/SPP1/TIMP1,11.0,,
R-HSA-1474244,discovery_tumor_LIHC,R-HSA-1474244,Extracellular matrix organization,15/92,300/11009,2.3684385845343635e-08,3.505289105110858e-06,3.0914356261290637e-06,CDH1/COMP/CTSD/EFEMP1/FBLN1/HSPG2/ICAM1/ICAM2/ICAM3/ITGB1/LAMB1/LUM/NCAM1/SPP1/TIMP1,15.0,,
R-HSA-216083,discovery_tumor_LIHC,R-HSA-216083,Integrin cell surface interactions,9/92,85/11009,3.265586017421488e-08,3.6248004793378515e-06,3.1968368381073513e-06,CDH1/COMP/HSPG2/ICAM1/ICAM2/ICAM3/ITGB1/LUM/SPP1,9.0,,
R-HSA-3000480,discovery_tumor_LIHC,R-HSA-3000480,Scavenging by Class A Receptors,5/92,19/11009,3.872065625047884e-07,3.438394275042521e-05,3.0324387631953957e-05,APOE/CALR/COLEC11/FTL/MARCO,5.0,,
R-HSA-2173782,discovery_tumor_LIHC,R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,6/92,42/11009,1.1895980437472883e-06,8.803025523729934e-05,7.763692496034935e-05,APOE/CALR/CD163/COLEC11/FTL/MARCO,6.0,,
R-HSA-166786,discovery_tumor_LIHC,R-HSA-166786,Creation of C4 and C2 activators,4/92,14/11009,4.288387086408083e-06,0.0002720062666235984,0.0002398917287434296,C1QA/C1QB/C1QC/COLEC11,4.0,,
R-HSA-446728,discovery_tumor_LIHC,R-HSA-446728,Cell junction organization,8/92,115/11009,4.978582917557183e-06,0.0002763113519244237,0.00024368853228043058,CADM1/CDH1/CDH13/CDH2/CDH5/FLNA/ITGB1/PVR,8.0,,
R-HSA-418990,discovery_tumor_LIHC,R-HSA-418990,Adherens junctions interactions,6/92,57/11009,7.44200948149852e-06,0.00036713913442059363,0.000323792693230111,CADM1/CDH1/CDH13/CDH2/CDH5/PVR,6.0,,
R-HSA-166663,discovery_tumor_LIHC,R-HSA-166663,Initial triggering of complement,4/92,23/11009,3.5812375395296156e-05,0.0014870811967318983,0.0013115083100622715,C1QA/C1QB/C1QC/COLEC11,4.0,,
R-HSA-3000178,discovery_tumor_LIHC,R-HSA-3000178,ECM proteoglycans,6/92,76/11009,3.947947424379936e-05,0.0014870811967318983,0.0013115083100622715,COMP/HSPG2/ITGB1/LAMB1/LUM/NCAM1,6.0,,
R-HSA-1500931,discovery_tumor_LIHC,R-HSA-1500931,Cell-Cell communication,8/92,153/11009,4.019138369545671e-05,0.0014870811967318983,0.0013115083100622715,CADM1/CDH1/CDH13/CDH2/CDH5/FLNA/ITGB1/PVR,8.0,,
R-HSA-421270,discovery_tumor_LIHC,R-HSA-421270,Cell-cell junction organization,6/92,88/11009,9.031934135068978e-05,0.003084752889208174,0.002720550201008631,CADM1/CDH1/CDH13/CDH2/CDH5/PVR,6.0,,
R-HSA-166658,discovery_tumor_LIHC,R-HSA-166658,Complement cascade,5/92,58/11009,0.00011802585392438768,0.0035422596431655138,0.003124041221568447,C1QA/C1QB/C1QC/C7/COLEC11,5.0,,
R-HSA-198933,discovery_tumor_LIHC,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,7/92,133/11009,0.0001196709338907268,0.0035422596431655138,0.003124041221568447,CDH1/FCGR3A/ICAM1/ICAM2/ICAM3/ITGB1/PVR,7.0,,
R-HSA-2022377,discovery_tumor_LIHC,R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,3/92,18/11009,0.00042082453159647326,0.011677880751802133,0.01029912669433474,ACE/AGT/CTSD,3.0,,
R-HSA-373760,discovery_tumor_LIHC,R-HSA-373760,L1CAM interactions,6/92,119/11009,0.0004702384287023604,0.012281521314344,0.010831498171967682,ALCAM/CNTN1/ITGB1/LAMB1/NCAM1/NRP1,6.0,,
R-HSA-977606,discovery_tumor_LIHC,R-HSA-977606,Regulation of Complement cascade,4/92,47/11009,0.0006189732672373053,0.015268007258520198,0.013465383357443132,C1QA/C1QB/C1QC/C7,4.0,,
R-HSA-445144,discovery_tumor_LIHC,R-HSA-445144,Signal transduction by L1,3/92,21/11009,0.0006735654819579127,0.015740161788911224,0.013881792758356982,ITGB1/NCAM1/NRP1,3.0,,
R-HSA-1474228,discovery_tumor_LIHC,R-HSA-1474228,Degradation of the extracellular matrix,6/92,140/11009,0.0011054109490645815,0.02454012306923371,0.021642782792211806,CDH1/CTSD/HSPG2/LAMB1/SPP1/TIMP1,6.0,,
