Protein cluster,,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category,subcategory
5,R-HSA-975634,R-HSA-975634,Retinoid metabolism and transport,4/28,44/11009,4.237285302406285e-06,7.132763592383912e-05,4.385961979683698e-05,APOA2/APOA4/RBP4/TTR,4,,
5,R-HSA-6806667,R-HSA-6806667,Metabolism of fat-soluble vitamins,4/28,48/11009,6.031275746013094e-06,8.702269290676037e-05,5.351056676913873e-05,APOA2/APOA4/RBP4/TTR,4,,
5,R-HSA-9651496,R-HSA-9651496,Defects of contact activation system (CAS) and kallikrein/kinin system (KKS),3/28,16/11009,8.071119490750093e-06,9.05758965073066e-05,5.5695444439094205e-05,F10/F12/KLKB1,3,,
5,R-HSA-9671793,R-HSA-9671793,Diseases of hemostasis,3/28,16/11009,8.071119490750093e-06,9.05758965073066e-05,5.5695444439094205e-05,F10/F12/KLKB1,3,,
5,R-HSA-381426,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),5/28,125/11009,1.3883632950324612e-05,0.00014022469279827856,8.622466779675284e-05,APOA2/IGFALS/IGFBP3/PLG/SERPINC1,5,,
5,R-HSA-76002,R-HSA-76002,"Platelet activation, signaling and aggregation",6/28,263/11009,4.250547575099769e-05,0.00039027755007734247,0.0002399830688333841,CLEC3B/ECM1/F13A1/HRG/PLG/SELENOP,6,,
5,R-HSA-196854,R-HSA-196854,Metabolism of vitamins and cofactors,5/28,194/11009,0.00011405618509346237,0.0009599728912033082,0.0005902907825012525,APOA2/APOA4/BTD/RBP4/TTR,5,,
5,R-HSA-2187338,R-HSA-2187338,Visual phototransduction,4/28,104/11009,0.00012924688018697928,0.001004148838375762,0.0006174547312576338,APOA2/APOA4/RBP4/TTR,4,,
5,R-HSA-8963888,R-HSA-8963888,Chylomicron assembly,2/28,10/11009,0.00027720746619460036,0.0018665302723769757,0.0011477361758232575,APOA2/APOA4,2,,
5,R-HSA-8963901,R-HSA-8963901,Chylomicron remodeling,2/28,10/11009,0.00027720746619460036,0.0018665302723769757,0.0011477361758232575,APOA2/APOA4,2,,
5,R-HSA-75205,R-HSA-75205,Dissolution of Fibrin Clot,2/28,13/11009,0.000478229175592995,0.002961196043902858,0.0018208500947396416,HRG/PLG,2,,
5,R-HSA-2453864,R-HSA-2453864,Retinoid cycle disease events,2/28,14/11009,0.0005570566815262802,0.002961196043902858,0.0018208500947396416,RBP4/TTR,2,,
5,R-HSA-2474795,R-HSA-2474795,Diseases associated with visual transduction,2/28,14/11009,0.0005570566815262802,0.002961196043902858,0.0018208500947396416,RBP4/TTR,2,,
5,R-HSA-9675143,R-HSA-9675143,Diseases of the neuronal system,2/28,14/11009,0.0005570566815262802,0.002961196043902858,0.0018208500947396416,RBP4/TTR,2,,
5,R-HSA-1474244,R-HSA-1474244,Extracellular matrix organization,5/28,300/11009,0.0008530926250666022,0.004308117756586341,0.0026490770988910274,KLKB1/LUM/NCAM1/PLG/TTR,5,,
5,R-HSA-8963898,R-HSA-8963898,Plasma lipoprotein assembly,2/28,19/11009,0.0010385755581462943,0.004995053874894082,0.0030714765880015715,APOA2/APOA4,2,,
5,R-HSA-2453902,R-HSA-2453902,The canonical retinoid cycle in rods (twilight vision),2/28,23/11009,0.0015269728522964818,0.007010193549179302,0.004310593219401551,RBP4/TTR,2,,
5,R-HSA-8957275,R-HSA-8957275,Post-translational protein phosphorylation,3/28,108/11009,0.00251626305931884,0.011049676912660993,0.006794486064064602,APOA2/IGFBP3/SERPINC1,3,,
5,R-HSA-1592389,R-HSA-1592389,Activation of Matrix Metalloproteinases,2/28,33/11009,0.0031370616060188657,0.013201800925329393,0.008117834857680398,KLKB1/PLG,2,,
5,R-HSA-8963899,R-HSA-8963899,Plasma lipoprotein remodeling,2/28,34/11009,0.00332790038060712,0.013444717537652764,0.008267205156034529,APOA2/APOA4,2,,
5,GO:0007596,GO:0007596,blood coagulation,9/34,224/18870,1.6154249641603404e-10,5.245312632866743e-08,3.74053120491385e-08,F10/F12/F13A1/F13B/HGFAC/HRG/KLKB1/PLG/SERPINC1,9,,
5,GO:0050817,GO:0050817,coagulation,9/34,229/18870,1.9657346542781815e-10,5.245312632866743e-08,3.74053120491385e-08,F10/F12/F13A1/F13B/HGFAC/HRG/KLKB1/PLG/SERPINC1,9,,
5,GO:0007599,GO:0007599,hemostasis,9/34,231/18870,2.1236083533873455e-10,5.245312632866743e-08,3.74053120491385e-08,F10/F12/F13A1/F13B/HGFAC/HRG/KLKB1/PLG/SERPINC1,9,,
5,GO:0050878,GO:0050878,regulation of body fluid levels,9/34,365/18870,1.1759051464572304e-08,2.1783642838120195e-06,1.5534325882145518e-06,F10/F12/F13A1/F13B/HGFAC/HRG/KLKB1/PLG/SERPINC1,9,,
5,GO:0051917,GO:0051917,regulation of fibrinolysis,4/34,18/18870,2.6395948849597293e-08,3.911879619510318e-06,2.7896350152627035e-06,F12/HRG/KLKB1/PLG,4,,
5,GO:0072376,GO:0072376,protein activation cascade,4/34,19/18870,3.339234044669361e-08,4.123954045166661e-06,2.940869281445648e-06,F12/F13A1/F13B/KLKB1,4,,
5,GO:0042060,GO:0042060,wound healing,9/34,423/18870,4.190602673459081e-08,4.436052258618828e-06,3.163432394099938e-06,F10/F12/F13A1/F13B/HGFAC/HRG/KLKB1/PLG/SERPINC1,9,,
5,GO:0030193,GO:0030193,regulation of blood coagulation,5/34,68/18870,1.3426250276576118e-07,1.1521598930754645e-05,8.216269143034068e-06,F12/HRG/KLKB1/PLG/SERPINC1,5,,
5,GO:0042730,GO:0042730,fibrinolysis,4/34,27/18870,1.4966433247349488e-07,1.1521598930754645e-05,8.216269143034068e-06,F12/HRG/KLKB1/PLG,4,,
5,GO:1900046,GO:1900046,regulation of hemostasis,5/34,70/18870,1.5548716505741762e-07,1.1521598930754645e-05,8.216269143034068e-06,F12/HRG/KLKB1/PLG/SERPINC1,5,,
5,GO:0050818,GO:0050818,regulation of coagulation,5/34,73/18870,1.922248703664499e-07,1.294896626741267e-05,9.234151667364387e-06,F12/HRG/KLKB1/PLG/SERPINC1,5,,
5,GO:0030195,GO:0030195,negative regulation of blood coagulation,4/34,48/18870,1.6155987499870217e-06,9.976322281169859e-05,7.11430326748671e-05,F12/HRG/KLKB1/PLG,4,,
5,GO:1900047,GO:1900047,negative regulation of hemostasis,4/34,49/18870,1.7569705132319879e-06,0.0001001473192542233,7.141693908036097e-05,F12/HRG/KLKB1/PLG,4,,
5,GO:0050819,GO:0050819,negative regulation of coagulation,4/34,52/18870,2.236419639696971e-06,0.00011837049664396111,8.4412230009615e-05,F12/HRG/KLKB1/PLG,4,,
5,GO:0072378,GO:0072378,"blood coagulation, fibrin clot formation",3/34,16/18870,2.945263659063445e-06,0.00014549602475773417,0.00010375595486665608,F12/F13A1/F13B,3,,
5,GO:0031638,GO:0031638,zymogen activation,4/34,59/18870,3.726392862016896e-06,0.00016600438056286264,0.00011838084955260607,CLEC3B/F12/HGFAC/KLKB1,4,,
5,GO:0061041,GO:0061041,regulation of wound healing,5/34,133/18870,3.8084675702681036e-06,0.00016600438056286264,0.00011838084955260607,F12/HRG/KLKB1/PLG/SERPINC1,5,,
5,GO:0061045,GO:0061045,negative regulation of wound healing,4/34,75/18870,9.751111457280842e-06,0.00040142075499139464,0.000286260698921344,F12/HRG/KLKB1/PLG,4,,
5,GO:0010954,GO:0010954,positive regulation of protein processing,3/34,25/18870,1.1963207625218173e-05,0.00046656509738350876,0.0003327163561141009,CLEC3B/F12/KLKB1,3,,
5,GO:1903034,GO:1903034,regulation of response to wounding,5/34,173/18870,1.371302165616409e-05,0.0005080674523608795,0.0003623124669154933,F12/HRG/KLKB1/PLG/SERPINC1,5,,
5,GO:0031639,GO:0031639,plasminogen activation,3/34,27/18870,1.517663935482029e-05,0.0005111768073600834,0.0003645298065129084,CLEC3B/F12/KLKB1,3,,
5,GO:1903319,GO:1903319,positive regulation of protein maturation,3/34,27/18870,1.517663935482029e-05,0.0005111768073600834,0.0003645298065129084,CLEC3B/F12/KLKB1,3,,
5,GO:0030194,GO:0030194,positive regulation of blood coagulation,3/34,28/18870,1.6976909720178638e-05,0.0005241620876105154,0.00037378985436533664,F12/HRG/PLG,3,,
5,GO:1900048,GO:1900048,positive regulation of hemostasis,3/34,28/18870,1.6976909720178638e-05,0.0005241620876105154,0.00037378985436533664,F12/HRG/PLG,3,,
5,GO:0050820,GO:0050820,positive regulation of coagulation,3/34,30/18870,2.0987990072571884e-05,0.0006220840257510307,0.00044361983227078253,F12/HRG/PLG,3,,
5,GO:1903035,GO:1903035,negative regulation of response to wounding,4/34,97/18870,2.7030102335205448e-05,0.0007703579165533553,0.00054935673571956,F12/HRG/KLKB1/PLG,4,,
5,GO:0016485,GO:0016485,protein processing,5/34,245/18870,7.245683577042619e-05,0.0019885376039216964,0.001418063608450446,BCHE/CLEC3B/F12/HGFAC/KLKB1,5,,
5,GO:1904729,GO:1904729,regulation of intestinal lipid absorption,2/34,10/18870,0.00014052559836106384,0.0035906713236395966,0.002560575331297787,APOA2/APOA4,2,,
5,GO:1905918,GO:1905918,regulation of CoA-transferase activity,2/34,10/18870,0.00014052559836106384,0.0035906713236395966,0.002560575331297787,APOA2/APOA4,2,,
5,GO:0090303,GO:0090303,positive regulation of wound healing,3/34,62/18870,0.00018795741883996758,0.004617525994490315,0.0032928447322027672,F12/HRG/PLG,3,,
5,GO:0034370,GO:0034370,triglyceride-rich lipoprotein particle remodeling,2/34,12/18870,0.00020563880947122858,0.004617525994490315,0.0032928447322027672,APOA2/APOA4,2,,
5,GO:0034372,GO:0034372,very-low-density lipoprotein particle remodeling,2/34,12/18870,0.00020563880947122858,0.004617525994490315,0.0032928447322027672,APOA2/APOA4,2,,
5,GO:1904478,GO:1904478,regulation of intestinal absorption,2/34,12/18870,0.00020563880947122858,0.004617525994490315,0.0032928447322027672,APOA2/APOA4,2,,
5,GO:0070613,GO:0070613,regulation of protein processing,3/34,67/18870,0.00023661807069650121,0.005139431653912726,0.0036650254851398373,CLEC3B/F12/KLKB1,3,,
5,GO:0051918,GO:0051918,negative regulation of fibrinolysis,2/34,13/18870,0.00024275318203366452,0.005139431653912726,0.0036650254851398373,HRG/PLG,2,,
5,GO:1903317,GO:1903317,regulation of protein maturation,3/34,71/18870,0.0002809215095550687,0.0056654894947449665,0.004040167236823599,CLEC3B/F12/KLKB1,3,,
5,GO:0033700,GO:0033700,phospholipid efflux,2/34,14/18870,0.0002828921879967122,0.0056654894947449665,0.004040167236823599,APOA2/APOA4,2,,
5,GO:1903036,GO:1903036,positive regulation of response to wounding,3/34,77/18870,0.0003568957082372407,0.006959466310626193,0.0049629264691162,F12/HRG/PLG,3,,
5,GO:0034375,GO:0034375,high-density lipoprotein particle remodeling,2/34,16/18870,0.0003722026207227399,0.007071849793732058,0.005043069247039552,APOA2/APOA4,2,,
5,GO:0010755,GO:0010755,regulation of plasminogen activation,2/34,18/18870,0.00047348740532274865,0.00855741871571114,0.006102456417766876,CLEC3B/F12,2,,
5,GO:0030299,GO:0030299,intestinal cholesterol absorption,2/34,18/18870,0.00047348740532274865,0.00855741871571114,0.006102456417766876,APOA2/APOA4,2,,
5,GO:0043691,GO:0043691,reverse cholesterol transport,2/34,20/18870,0.0005866642486135433,0.01035043352911037,0.007381089042706735,APOA2/APOA4,2,,
5,GO:0044241,GO:0044241,lipid digestion,2/34,22/18870,0.0007116512648171513,0.011984854255216115,0.008546625237756218,APOA2/APOA4,2,,
5,GO:0098856,GO:0098856,intestinal lipid absorption,2/34,22/18870,0.0007116512648171513,0.011984854255216115,0.008546625237756218,APOA2/APOA4,2,,
5,GO:0022600,GO:0022600,digestive system process,3/34,103/18870,0.0008357204956179637,0.013761530827842467,0.009813606755560651,APOA2/APOA4/RBP4,3,,
5,GO:1901890,GO:1901890,positive regulation of cell junction assembly,3/34,106/18870,0.0009083035467943232,0.01463158539509986,0.010434059050131584,ADGRB3/HRG/IL1RAP,3,,
5,GO:0034377,GO:0034377,plasma lipoprotein particle assembly,2/34,27/18870,0.0010752545923062768,0.016599242768728147,0.011837232573196292,APOA2/APOA4,2,,
5,GO:0050996,GO:0050996,positive regulation of lipid catabolic process,2/34,27/18870,0.0010752545923062768,0.016599242768728147,0.011837232573196292,APOA2/APOA4,2,,
5,GO:0055022,GO:0055022,negative regulation of cardiac muscle tissue growth,2/34,28/18870,0.001156660567889821,0.017141709616127147,0.012224075896435581,PI16/RBP4,2,,
5,GO:0061117,GO:0061117,negative regulation of heart growth,2/34,28/18870,0.001156660567889821,0.017141709616127147,0.012224075896435581,PI16/RBP4,2,,
5,GO:0065005,GO:0065005,protein-lipid complex assembly,2/34,30/18870,0.001328077505608665,0.01929618493443178,0.01376047281353044,APOA2/APOA4,2,,
5,GO:0034368,GO:0034368,protein-lipid complex remodeling,2/34,33/18870,0.0016065658001352928,0.022461608639627397,0.016017796060931816,APOA2/APOA4,2,,
5,GO:0034369,GO:0034369,plasma lipoprotein particle remodeling,2/34,33/18870,0.0016065658001352928,0.022461608639627397,0.016017796060931816,APOA2/APOA4,2,,
5,GO:0007586,GO:0007586,digestion,3/34,134/18870,0.0017836590733641452,0.02433647206530186,0.0173547964724505,APOA2/APOA4/RBP4,3,,
5,GO:0034367,GO:0034367,protein-containing complex remodeling,2/34,35/18870,0.0018063508280588424,0.02433647206530186,0.0173547964724505,APOA2/APOA4,2,,
5,GO:0044058,GO:0044058,regulation of digestive system process,2/34,37/18870,0.0020173446979227893,0.02622548107299626,0.018701884364861317,APOA2/APOA4,2,,
5,GO:0046621,GO:0046621,negative regulation of organ growth,2/34,37/18870,0.0020173446979227893,0.02622548107299626,0.018701884364861317,PI16/RBP4,2,,
5,GO:0046461,GO:0046461,neutral lipid catabolic process,2/34,38/18870,0.002127020404508162,0.026713934232890646,0.01905020951049237,APOA2/APOA4,2,,
5,GO:0046464,GO:0046464,acylglycerol catabolic process,2/34,38/18870,0.002127020404508162,0.026713934232890646,0.01905020951049237,APOA2/APOA4,2,,
5,GO:0050892,GO:0050892,intestinal absorption,2/34,41/18870,0.0024726453864069736,0.030537170522126122,0.021776631297829835,APOA2/APOA4,2,,
5,GO:0002673,GO:0002673,regulation of acute inflammatory response,2/34,49/18870,0.0035143253341524765,0.042690411026344015,0.03044333594037175,F12/KLKB1,2,,
5,GO:0071827,GO:0071827,plasma lipoprotein particle organization,2/34,50/18870,0.003656636524199766,0.043702704265032685,0.031165221309818036,APOA2/APOA4,2,,
5,GO:0035265,GO:0035265,organ growth,3/34,177/18870,0.003921278780763206,0.045724581739487485,0.032607060207717475,ECM1/PI16/RBP4,3,,
5,GO:0051180,GO:0051180,vitamin transport,2/34,52/18870,0.003949221634719567,0.045724581739487485,0.032607060207717475,AFM/GC,2,,
5,GO:0071825,GO:0071825,protein-lipid complex organization,2/34,53/18870,0.0040994766556435,0.046734033874335904,0.03332691953251882,APOA2/APOA4,2,,
5,GO:0120009,GO:0120009,intermembrane lipid transfer,2/34,54/18870,0.004252360760142883,0.04774241398887691,0.034046014379453385,APOA2/APOA4,2,,
6,hsa04610,hsa04610,Complement and coagulation cascades,5/26,88/8843,4.855391423028211e-06,0.000436985228072539,0.0003782094371621975,C4A/C4B/C4BPA/CFB/VWF,5,Organismal Systems,Immune system
6,hsa05133,hsa05133,Pertussis,4/26,78/8843,7.226351654610624e-05,0.003251858244574781,0.0028144738023220322,C4A/C4B/C4BPA/ITGB1,4,Human Diseases,Infectious disease: bacterial
6,R-HSA-977606,R-HSA-977606,Regulation of Complement cascade,4/28,47/11009,5.538332758098788e-06,0.0006965644721340841,0.0005271298708041718,C4A/C4B/C4BPA/CFB,4,,
6,R-HSA-1474244,R-HSA-1474244,Extracellular matrix organization,7/28,300/11009,7.5304267257738825e-06,0.0006965644721340841,0.0005271298708041718,CD44/CTSD/EFEMP1/ITGB1/MMP2/NID1/VWF,7,,
6,R-HSA-166658,R-HSA-166658,Complement cascade,4/28,58/11009,1.2923169907435496e-05,0.0007969288109585221,0.0006030812623469898,C4A/C4B/C4BPA/CFB,4,,
6,R-HSA-166663,R-HSA-166663,Initial triggering of complement,3/28,23/11009,2.5222274981601678e-05,0.0011665302178990775,0.0008827796243560587,C4A/C4B/CFB,3,,
6,R-HSA-449147,R-HSA-449147,Signaling by Interleukins,7/28,473/11009,0.00013936296978313013,0.0046122996041226445,0.0034903888896063266,GSTO1/ITGB1/LBP/LCN2/LCP1/MMP2/YWHAZ,7,,
6,R-HSA-6785807,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,4/28,108/11009,0.00014958809526884254,0.0046122996041226445,0.0034903888896063266,ITGB1/LBP/LCN2/MMP2,4,,
6,R-HSA-1474228,R-HSA-1474228,Degradation of the extracellular matrix,4/28,140/11009,0.0004046400043145714,0.00937239753405747,0.007092625160908356,CD44/CTSD/MMP2/NID1,4,,
6,R-HSA-430116,R-HSA-430116,GP1b-IX-V activation signalling,2/28,12/11009,0.0004052928663376203,0.00937239753405747,0.007092625160908356,VWF/YWHAZ,2,,
6,R-HSA-75892,R-HSA-75892,Platelet Adhesion to exposed collagen,2/28,15/11009,0.0006417470986819874,0.013191468139574187,0.009982732646164248,ITGB1/VWF,2,,
6,R-HSA-216083,R-HSA-216083,Integrin cell surface interactions,3/28,85/11009,0.001265842989689865,0.023418095309262504,0.017721801855658113,CD44/ITGB1/VWF,3,,
6,R-HSA-3000157,R-HSA-3000157,Laminin interactions,2/28,30/11009,0.002596712885534852,0.04367198943854069,0.0330490730886254,ITGB1/NID1,2,,
6,GO:0006909,GO:0006909,phagocytosis,6/33,237/18870,3.072083979651589e-06,0.0015429760906073811,0.0012148848630174815,C4A/C4B/C4BPA/ITGB1/LBP/SPG11,6,,
6,GO:0008228,GO:0008228,opsonization,3/33,17/18870,3.2586251586401265e-06,0.0015429760906073811,0.0012148848630174815,C4B/C4BPA/LBP,3,,
6,GO:0006959,GO:0006959,humoral immune response,6/33,258/18870,5.008216531449685e-06,0.0015429760906073811,0.0012148848630174815,C4A/C4B/C4BPA/CFB/GAPDH/KRT6A,6,,
6,GO:0006956,GO:0006956,complement activation,4/33,67/18870,5.495907713650512e-06,0.0015429760906073811,0.0012148848630174815,C4A/C4B/C4BPA/CFB,4,,
6,GO:0006910,GO:0006910,"phagocytosis, recognition",3/33,29/18870,1.726155133014122e-05,0.0038769444287497174,0.003052569077330237,C4B/C4BPA/LBP,3,,
6,GO:0006958,GO:0006958,"complement activation, classical pathway",3/33,42/18870,5.339791682105221e-05,0.009994310098340271,0.00786916668941822,C4A/C4B/C4BPA,3,,
6,GO:0010951,GO:0010951,negative regulation of endopeptidase activity,4/33,128/18870,7.096570060224305e-05,0.011212782119808133,0.008828548512573307,CD44/GAPDH/SERPINA11/SERPINA6,4,,
6,GO:0043277,GO:0043277,apoptotic cell clearance,3/33,48/18870,7.987734368518706e-05,0.011212782119808133,0.008828548512573307,C4A/C4B/SPG11,3,,
6,GO:0010466,GO:0010466,negative regulation of peptidase activity,4/33,137/18870,9.239490168044247e-05,0.011528830509681875,0.00907739384930663,CD44/GAPDH/SERPINA11/SERPINA6,4,,
6,GO:0002455,GO:0002455,humoral immune response mediated by circulating immunoglobulin,3/33,55/18870,0.00012015393989748726,0.012515188199568334,0.009854017047979944,C4A/C4B/C4BPA,3,,
6,GO:2000425,GO:2000425,regulation of apoptotic cell clearance,2/33,10/18870,0.0001322967874458991,0.012515188199568334,0.009854017047979944,C4A/C4B,2,,
6,GO:0052548,GO:0052548,regulation of endopeptidase activity,5/33,288/18870,0.00013373308850829922,0.012515188199568334,0.009854017047979944,CD44/CTSD/GAPDH/SERPINA11/SERPINA6,5,,
6,GO:2000392,GO:2000392,regulation of lamellipodium morphogenesis,2/33,11/18870,0.00016151910132999672,0.013952765445660487,0.010985914584388443,CD44/ENPP2,2,,
6,GO:0052547,GO:0052547,regulation of peptidase activity,5/33,312/18870,0.00019421856905010501,0.015579103788804852,0.012266435940006634,CD44/CTSD/GAPDH/SERPINA11/SERPINA6,5,,
6,GO:0032490,GO:0032490,detection of molecule of bacterial origin,2/33,13/18870,0.00022856239252449793,0.01711170445366741,0.013473151559338826,C4B/LBP,2,,
6,GO:0031589,GO:0031589,cell-substrate adhesion,5/33,356/18870,0.0003571031098849106,0.02506417452504716,0.019734645546271374,CD44/ITGB1/NID1/VWF/ZYX,5,,
6,GO:0016064,GO:0016064,immunoglobulin mediated immune response,4/33,205/18870,0.00043241130726243886,0.026998918831165248,0.021257994861675785,C4A/C4B/C4BPA/TFRC,4,,
6,GO:0072673,GO:0072673,lamellipodium morphogenesis,2/33,18/18870,0.00044588703470376954,0.026998918831165248,0.021257994861675785,CD44/ENPP2,2,,
6,GO:0019724,GO:0019724,B cell mediated immunity,4/33,208/18870,0.0004567938181586284,0.026998918831165248,0.021257994861675785,C4A/C4B/C4BPA/TFRC,4,,
6,GO:0097581,GO:0097581,lamellipodium organization,3/33,91/18870,0.0005330563836584247,0.029154186599838674,0.022954976560776573,CD44/ENPP2/ITGB1,3,,
6,GO:0051346,GO:0051346,negative regulation of hydrolase activity,4/33,218/18870,0.0005451806933184436,0.029154186599838674,0.022954976560776573,CD44/GAPDH/SERPINA11/SERPINA6,4,,
6,GO:0045861,GO:0045861,negative regulation of proteolysis,4/33,235/18870,0.0007224275377269956,0.036876642039428004,0.02903536515266394,CD44/GAPDH/SERPINA11/SERPINA6,4,,
6,GO:0007160,GO:0007160,cell-matrix adhesion,4/33,239/18870,0.0007694300087450093,0.037568256513941106,0.02957991795632988,CD44/ITGB1/NID1/ZYX,4,,
6,GO:0008211,GO:0008211,glucocorticoid metabolic process,2/33,25/18870,0.0008676192344325515,0.03953048128267681,0.031124904417161287,H6PD/SERPINA6,2,,
6,GO:0060343,GO:0060343,trabecula formation,2/33,26/18870,0.0009388936333755515,0.03953048128267681,0.031124904417161287,ADGRG6/MMP2,2,,
6,GO:0098581,GO:0098581,detection of external biotic stimulus,2/33,26/18870,0.0009388936333755515,0.03953048128267681,0.031124904417161287,C4B/LBP,2,,
6,GO:0007229,GO:0007229,integrin-mediated signaling pathway,3/33,111/18870,0.0009504211884526036,0.03953048128267681,0.031124904417161287,ITGB1/NID1/ZYX,3,,
7,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,5/15,200/4383,0.00038850413379800205,0.004662049605576025,0.0036805654780863355,C2/CP/S100A9/SERPING1/TIMP1,5,,
7,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,5/15,200/4383,0.00038850413379800205,0.004662049605576025,0.0036805654780863355,HLA-A/ICAM1/LGALS3BP/SERPING1/SOD2,5,,
7,HALLMARK_COAGULATION,HALLMARK_COAGULATION,HALLMARK_COAGULATION,4/15,138/4383,0.0009800192099689564,0.007840153679751652,0.006189595010330251,C2/CFI/SERPING1/TIMP1,4,,
7,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,4/15,200/4383,0.0038610024097927094,0.023166014458756257,0.018288958783228625,C2/HLA-A/ICAM1/TIMP1,4,,
7,HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,2/15,36/4383,0.006440426769151965,0.03091404849192943,0.024405827756786395,NRP1/TIMP1,2,,
7,hsa04610,hsa04610,Complement and coagulation cascades,4/15,88/8843,1.1495587565312433e-05,0.0004965955386641085,0.00040210165074016887,C2/CFHR5/CFI/SERPING1,4,Organismal Systems,Immune system
7,hsa05150,hsa05150,Staphylococcus aureus infection,4/15,100/8843,1.9099828410158018e-05,0.0004965955386641085,0.00040210165074016887,C2/CFI/ICAM1/KRT10,4,Human Diseases,Infectious disease: bacterial
7,R-HSA-166658,R-HSA-166658,Complement cascade,5/21,58/11009,6.493927452283061e-08,7.662834393694012e-06,4.579927782136475e-06,C2/CFHR5/CFI/CRP/SERPING1,5,,
7,R-HSA-977606,R-HSA-977606,Regulation of Complement cascade,4/21,47/11009,1.6547265647714448e-06,9.762886732151525e-05,5.8350884126150955e-05,C2/CFHR5/CFI/SERPING1,4,,
7,R-HSA-1236975,R-HSA-1236975,Antigen processing-Cross presentation,4/21,105/11009,4.127294584069568e-05,0.001623402536400697,0.0009702762706409161,HLA-A/MRC1/S100A8/S100A9,4,,
7,R-HSA-114608,R-HSA-114608,Platelet degranulation,4/21,129/11009,9.226932838145578e-05,0.0025240860668624973,0.0015085973816216533,LGALS3BP/SERPINA3/SERPING1/TIMP1,4,,
7,R-HSA-76005,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,4/21,134/11009,0.00010695279944332616,0.0025240860668624973,0.0015085973816216533,LGALS3BP/SERPINA3/SERPING1/TIMP1,4,,
7,R-HSA-5602498,R-HSA-5602498,MyD88 deficiency (TLR2/4),2/21,17/11009,0.0004632707854668937,0.008775500808134544,0.005244946959366765,S100A8/S100A9,2,,
7,R-HSA-5603041,R-HSA-5603041,IRAK4 deficiency (TLR2/4),2/21,18/11009,0.000520580556414761,0.008775500808134544,0.005244946959366765,S100A8/S100A9,2,,
7,R-HSA-1236974,R-HSA-1236974,ER-Phagosome pathway,3/21,90/11009,0.0006316671941824413,0.00906358157830511,0.005417127259111886,HLA-A/S100A8/S100A9,3,,
7,R-HSA-5686938,R-HSA-5686938,Regulation of TLR by endogenous ligand,2/21,21/11009,0.0007120615894137851,0.00906358157830511,0.005417127259111886,S100A8/S100A9,2,,
7,R-HSA-166663,R-HSA-166663,Initial triggering of complement,2/21,23/11009,0.0008558943252420041,0.00906358157830511,0.005417127259111886,C2/CRP,2,,
7,R-HSA-5668599,R-HSA-5668599,RHO GTPases Activate NADPH Oxidases,2/21,24/11009,0.000932630139704364,0.00906358157830511,0.005417127259111886,S100A8/S100A9,2,,
7,R-HSA-6785807,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,3/21,108/11009,0.0010737475286553286,0.00906358157830511,0.005417127259111886,ICAM1/SAA1/TIMP1,3,,
7,R-HSA-9635486,R-HSA-9635486,Infection with Mycobacterium tuberculosis,2/21,27/11009,0.001181979458363374,0.00906358157830511,0.005417127259111886,ENO1/MRC1,2,,
7,R-HSA-166058,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,3/21,113/11009,0.0012239010695817194,0.00906358157830511,0.005417127259111886,S100A8/S100A9/SAA1,3,,
7,R-HSA-168188,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,3/21,113/11009,0.0012239010695817194,0.00906358157830511,0.005417127259111886,S100A8/S100A9/SAA1,3,,
7,R-HSA-168179,R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,3/21,116/11009,0.0013200503387767646,0.00906358157830511,0.005417127259111886,S100A8/S100A9/SAA1,3,,
7,R-HSA-181438,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,3/21,116/11009,0.0013200503387767646,0.00906358157830511,0.005417127259111886,S100A8/S100A9/SAA1,3,,
7,R-HSA-76002,R-HSA-76002,"Platelet activation, signaling and aggregation",4/21,263/11009,0.0013825802407584067,0.00906358157830511,0.005417127259111886,LGALS3BP/SERPINA3/SERPING1/TIMP1,4,,
7,R-HSA-5260271,R-HSA-5260271,Diseases of Immune System,2/21,31/11009,0.0015586893694912861,0.00919626727999859,0.005496430934521904,S100A8/S100A9,2,,
7,R-HSA-5602358,R-HSA-5602358,Diseases associated with the TLR signaling cascade,2/21,31/11009,0.0015586893694912861,0.00919626727999859,0.005496430934521904,S100A8/S100A9,2,,
